selection_id,usage_count,territories,celebration_ids,nigeria_365_firestore_reference_normalized,nigeria_365_firestore_response_text,nigeria_365_firestore_stanzas_text,nigeria_365_firestore_source_url,nigeria_365_firestore_coverage_status,nigeria_365_firestore_missing_reason,nigeria_365_firestore_raw_sha256,nigeria_365_firestore_normalized_sha256,nigeria_365_firestore_difference_class,nigeria_365_firestore_match_score,modern_psalter_us_reference_normalized,modern_psalter_us_response_text,modern_psalter_us_stanzas_text,modern_psalter_us_source_url,modern_psalter_us_coverage_status,modern_psalter_us_missing_reason,modern_psalter_us_raw_sha256,modern_psalter_us_normalized_sha256,modern_psalter_us_difference_class,modern_psalter_us_match_score,jerusalem_bible_reference_normalized,jerusalem_bible_response_text,jerusalem_bible_stanzas_text,jerusalem_bible_source_url,jerusalem_bible_coverage_status,jerusalem_bible_missing_reason,jerusalem_bible_raw_sha256,jerusalem_bible_normalized_sha256,jerusalem_bible_difference_class,jerusalem_bible_match_score,esvce_reference_normalized,esvce_response_text,esvce_stanzas_text,esvce_source_url,esvce_coverage_status,esvce_missing_reason,esvce_raw_sha256,esvce_normalized_sha256,esvce_difference_class,esvce_match_score,local_rsvce_reference_normalized,local_rsvce_response_text,local_rsvce_stanzas_text,local_rsvce_source_url,local_rsvce_coverage_status,local_rsvce_missing_reason,local_rsvce_raw_sha256,local_rsvce_normalized_sha256,local_rsvce_difference_class,local_rsvce_match_score,local_nabre_reference_normalized,local_nabre_response_text,local_nabre_stanzas_text,local_nabre_source_url,local_nabre_coverage_status,local_nabre_missing_reason,local_nabre_raw_sha256,local_nabre_normalized_sha256,local_nabre_difference_class,local_nabre_match_score,douay_rheims_reference_normalized,douay_rheims_response_text,douay_rheims_stanzas_text,douay_rheims_source_url,douay_rheims_coverage_status,douay_rheims_missing_reason,douay_rheims_raw_sha256,douay_rheims_normalized_sha256,douay_rheims_difference_class,douay_rheims_match_score,complete_edition_count,comparison_status
ps119_29_72_89_101_104_163,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:29+72,89+101,104+163","Your word, O Lord, is a lamp for my feet.","Put false ways far from me; and graciously teach me thy law! The law of thy mouth is better to me than thousands of gold and silver pieces.

For ever, O LORD, thy word is firmly fixed in the heavens. I hold back my feet from every evil way, in order to keep thy word.

Through thy precepts I get understanding; therefore I hate every false way. I hate and abhor falsehood, but I love thy law.",repo://assets/rsvce.db,complete,,c0acd1ea5fa9fb2b46475020d85c1d08288a29805e6d2e369bd78188dccf87ee,9081ffbf4ff1c2927e8e91cd522d5f69d7bfe4587683d0b2892621ca3ba498f6,exact,1.0,"ps119:29+72,89+101,104+163","Your word, O Lord, is a lamp for my feet.","Lead me from the way of deceit; favor me with your law. The law of your mouth is more precious to me than heaps of silver and gold.

Your word, LORD, stands forever; it is firm as the heavens. I keep my steps from every evil path, that I may observe your word.

Through your precepts I gain understanding; therefore I hate all false ways. Falsehood I hate and abhor; your law I love.",repo://assets/nabre.db,complete,,b4151feca8feaa76ffbf619f16b5cac54417188bdc83026a3cfb5f0e25d707bc,82ea544941b4876d8759ad6f3b8426101b971c5a5a10458956f6ae43377cc642,translation_variant,0.114078,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_2_10_20_30_40_131,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:2+10,20+30,40+131","No one lives on bread alone,","Blessed are those who keep his testimonies, who seek him with their whole heart, With my whole heart I seek thee; let me not wander from thy commandments!

My soul is consumed with longing for thy ordinances at all times. I have chosen the way of faithfulness, I set thy ordinances before me.

Behold, I long for thy precepts; in thy righteousness give me life! With open mouth I pant, because I long for thy commandments.",repo://assets/rsvce.db,complete,,7bc46b72c9623fbd996483b6b2981df207c1d39ceb4eaa324b2bef15302c2087,180057f77fda6fb1c52b00276d7ea8492a3be8de487f89572b12a452ddf7a608,exact,1.0,"ps119:2+10,20+30,40+131","No one lives on bread alone,","Blessed those who keep his testimonies, who seek him with all their heart. With all my heart I seek you; do not let me stray from your commandments.

At all times my soul is stirred with longing for your judgments. The way of loyalty I have chosen; I have kept your judgments.

See how I long for your precepts; in your righteousness give me life. I sigh with open mouth, yearning for your commandments.",repo://assets/nabre.db,complete,,360576a42caa456871621d2d90bf79084125b27b54f27ef13c97dd0a17d18ecb,daaeb03b3a55f88dd530681ac95a382dc3866c8fbfa4d5ae58ac726d3ebab850,translation_variant,0.283372,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_33_34_35_36_37_40,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:33-34,35-36,37+40","Teach me the way of your decrees, O Lord.","Teach me, O LORD, the way of thy statutes; and I will keep it to the end. Give me understanding,that I may keep thy law and observe it with my whole heart.

Lead me in the path of thy commandments, for I delight in it. Incline my heart to thy testimonies, and not to gain!

Turn my eyes from looking at vanities; and give me life in thy ways. Behold, I long for thy precepts; in thy righteousness give me life!",repo://assets/rsvce.db,complete,,c74b9d1279cf7086f232de3788b4ab1eab4881cf9cb960d4003b0977a99968a3,218a2866452b8cfd90d63ce5850778d3c385977847f81edf8cf7da7f540c2d31,exact,1.0,"ps119:33-34,35-36,37+40","Teach me the way of your decrees, O Lord.","LORD, teach me the way of your statutes; I shall keep them with care. Give me understanding to keep your law, to observe it with all my heart.

Lead me in the path of your commandments, for that is my delight. Direct my heart toward your testimonies and away from gain.

Avert my eyes from what is worthless; by your way give me life. See how I long for your precepts; in your righteousness give me life.",repo://assets/nabre.db,complete,,109535d4ed58a17d2828096087c51fbda89c89c7d0c9ac497dc0a0a2cd0f3732,2689b952ce591883d9668e8aa9b232bc0b3ca94675b8f2b793cb77a8c4e6cb69,translation_variant,0.416667,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_41_43_44_45_47_48,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:41+43,44-45,47-48","Let your loving kindness come to me, O Lord.","Let thy steadfast love come to me, O LORD, thy salvation according to thy promise; And take not the word of truth utterly out of my mouth, for my hope is in thy ordinances.

I will keep thy law continually, for ever and ever; and I shall walk at liberty, for I have sought thy precepts.

for I find my delight in thy commandments, which I love. I revere thy commandments, which I love, and I will meditate on thy statutes.",repo://assets/rsvce.db,complete,,e1b186e05232348f57af1f6b02e5cbcc285f7141e0a6c911741b154a0bfa0a18,cc33514dbe8d940b48553af502c548a0a0ba1476cd77f7f6c134602f429f1571,exact,1.0,"ps119:41+43,44-45,47-48","Let your loving kindness come to me, O Lord.","Let your mercy come to me, LORD, salvation in accord with your promise. Do not take the word of truth from my mouth, for in your judgments is my hope.

I will keep your law always, for all time and forever. I will walk freely in an open space because I cherish your precepts.

I delight in your commandments, which I dearly love. I lift up my hands to your commandments; I study your statutes, which I love.",repo://assets/nabre.db,complete,,84462f02f8f0d72e1d5f5d5e76ad9fb1cfc2dfad11b4e951fe0fa85236fca7d8,b1660adc58c58fb2442c942515a6f7f62e74bca1755e216a8bbb5112f2b081a1,translation_variant,0.122172,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_53_61_134_150_155_158,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:53+61,134+150,155+158","Give me life, O Lord, and I will do your commands","Hot indignation seizes me because of the wicked, who forsake thy law. Though the cords of the wicked ensnare me, I do not forget thy law.

Redeem me from man's oppression, that I may keep thy precepts. They draw near who persecute me with evil purpose; they are far from thy law.

Salvation is far from the wicked, for they do not seek thy statutes. I look at the faithless with disgust, because they do not keep thy commands.",repo://assets/rsvce.db,complete,,e23c74dbca21577f9e5b7b77b53e8b3dd5c2908e74ffb679d68237a11eeda736,2b821ff5cc7b5f714f223f355bf5791c31a8d30ccba0f86b6c440e39468faddb,exact,1.0,"ps119:53+61,134+150,155+158","Give me life, O Lord, and I will do your commands","Rage seizes me because of the wicked; they forsake your law. Though the snares of the wicked surround me, your law I do not forget.

Free me from human oppression, that I may observe your precepts. Malicious persecutors draw near me; they are far from your law.

Salvation is far from sinners because they do not cherish your statutes. I view the faithless with loathing because they do not heed your promise.",repo://assets/nabre.db,complete,,044c4dda449d1b7197d4a569818299abf606a5a873a964bd12e6a5c25a64a354,452a2a1e530144684c3aae4bcb9b2169466db01f65160f988e8208784ca6751b,translation_variant,0.41989,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_57_72_76_77_127_128_129_130,2,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:57,72,76-77,127-128,129-130","Lord, I love your commands.","The LORD is my portion; I promise to keep thy words.

The law of thy mouth is better to me than thousands of gold and silver pieces.

Let thy steadfast love be ready to comfort me according to thy promise to thy servant. Let thy mercy come to me, that I may live; for thy law is my delight.

Therefore I love thy commandments above gold, above fine gold. Therefore I direct my steps by all thy precepts;  I hate every false way.

Thy testimonies are wonderful; therefore my soul keeps them. The unfolding of thy words gives light; it imparts understanding to the simple.",repo://assets/rsvce.db,complete,,c9f060d49583a33de60cccfb400959a8f19e91dc6dfb676ea34466693f563507,fa1ed467d9769b81b8fe9c272aa69aed2f8dcd099186ed158ddaaa0db4c9a0b9,exact,1.0,"ps119:57,72,76-77,127-128,129-130","Lord, I love your commands.","My portion is the LORD; I promise to observe your words.

The law of your mouth is more precious to me than heaps of silver and gold.

May your mercy comfort me in accord with your promise to your servant. Show me compassion that I may live, for your law is my delight.

Truly I love your commandments more than gold, more than the finest gold. Thus, I follow all your precepts; every wrong way I hate.

Wonderful are your testimonies; therefore I keep them. The revelation of your words sheds light, gives understanding to the simple.",repo://assets/nabre.db,complete,,919c4cf933e593a8748db9ac1b855169cdaab106228f21fcb3095a2da055a46a,3718ab3701b410e9a52955b35ac85c124c05ad3b821c0b8a889f2efa19cd8782,translation_variant,0.060823,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_66_68_76_77_93_94,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:66+68,76-77,93-94","Teach me your laws, O Lord.","Teach me good judgment and knowledge, for I believe in thy commandments. Thou art good and doest good; teach me thy statutes.

Let thy steadfast love be ready to comfort me according to thy promise to thy servant. Let thy mercy come to me, that I may live; for thy law is my delight.

I will never forget thy precepts; for by them thou hast given me life. I am thine, save me; for I have sought thy precepts.",repo://assets/rsvce.db,complete,,bddcc8cc0b5767f4d2a034eabbd718b376335de3572ecd177a6dcc979ffc68ed,426b253ffc0bff59c2ec263b10eebd25208d4a03bc2391b91dc1647fc6cc13ac,exact,1.0,"ps119:66+68,76-77,93-94","Teach me your laws, O Lord.","Teach me wisdom and knowledge, for in your commandments I trust. You are good and do what is good; teach me your statutes.

May your mercy comfort me in accord with your promise to your servant. Show me compassion that I may live, for your law is my delight.

I will never forget your precepts; through them you give me life. I am yours; save me, for I cherish your precepts.",repo://assets/nabre.db,complete,,2dc912a7c96e6e043d4cd4e4b28bf1d24ddf68cbe4cbc5f5844346df505978f4,605e1a2ca5bbc6f22630ae1d26e5522cecbf9d19fd197b98b024544f62124e49,translation_variant,0.136476,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_66_71_75_91_125_130,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:66+71,75+91,125+130","Lord, let your face shine on me.","Teach me good judgment and knowledge, for I believe in thy commandments. It is good for me that I was afflicted, that I might learn thy statutes.

I know, O LORD,that thy judgments are right, and that in faithfulness thou hast afflicted me. By thy appointment they stand this day; for all things are thy servants.

I am thy servant; give me understanding, that I may know thy testimonies! The unfolding of thy words gives light; it imparts understanding to the simple.",repo://assets/rsvce.db,complete,,715cce0ed378ffe8ac273acb93e7345f8cd61e9d9a480504cd153e4126a10d53,0321d450de9094d3ab93b4d38197d1a5f7ca273839710956590f6fd3af9b3cbe,exact,1.0,"ps119:66+71,75+91,125+130","Lord, let your face shine on me.","Teach me wisdom and knowledge, for in your commandments I trust. It was good for me to be afflicted, in order to learn your statutes.

I know, LORD, that your judgments are righteous; though you afflict me, you are faithful. By your judgments they stand firm to this day, for all things are your servants.

I am your servant; give me discernment that I may know your testimonies. The revelation of your words sheds light, gives understanding to the simple.",repo://assets/nabre.db,complete,,60c0c901cdb91931e3036e102693443734c77f19dd1b511d48e7af2dd8756706,bac87111736d699ea160740f05a36e9ac33716ec68059b8b9458b3169764f618,translation_variant,0.121721,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_67_68_71_72_75_76,5,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:67-68,71-72,75-76","Be kind to me, Lord, and I shall live.","Before I was afflicted I went astray; but now I keep thy word. Thou art good and doest good; teach me thy statutes.

It is good for me that I was afflicted, that I might learn thy statutes. The law of thy mouth is better to me than thousands of gold and silver pieces.

I know, O LORD,that thy judgments are right, and that in faithfulness thou hast afflicted me. Let thy steadfast love be ready to comfort me according to thy promise to thy servant.",repo://assets/rsvce.db,complete,,2c3f7e865c317e8abc73b69efaf7b3ebebb441c0297f02070ce3edd0b11f49ac,2babfa1a3424b2ae0fdb6fb4ad5f4dc57fc79dd014efce7a3317d6bac87b40e8,exact,1.0,"ps119:67-68,71-72,75-76","Be kind to me, Lord, and I shall live.","Before I was afflicted I went astray, but now I hold to your promise. You are good and do what is good; teach me your statutes.

It was good for me to be afflicted, in order to learn your statutes. The law of your mouth is more precious to me than heaps of silver and gold.

I know, LORD, that your judgments are righteous; though you afflict me, you are faithful. May your mercy comfort me in accord with your promise to your servant.",repo://assets/nabre.db,complete,,77b0fe3f3a0dfbe369d91a094dbe9ed252b936e814f0ec05f1f609f639b0d5a4,851919113a324f62a694eafcdf563501977d5559e8211c6ea280afde5d6cc487,translation_variant,0.185145,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_89_90_91_130_135_175,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:89-90,91+130,135+175","Your word is for ever, O Lord.","For ever, O LORD, thy word is firmly fixed in the heavens. Thy faithfulness endures to all generations; thou hast established the earth, and it stands fast.

By thy appointment they stand this day; for all things are thy servants. The unfolding of thy words gives light; it imparts understanding to the simple.

Make thy face shine upon thy servant, and teach me thy statutes. Let me live, that I may praise thee, and let thy ordinances help me.",repo://assets/rsvce.db,complete,,f30328f51e4aade1b28d212139d8c817ca1d5079345180a103307dc0906d6ca4,0754b538c7174576ab1b74e16b0aac2a0a0ce48e9f201bed287cd9c757a9e172,exact,1.0,"ps119:89-90,91+130,135+175","Your word is for ever, O Lord.","Your word, LORD, stands forever; it is firm as the heavens. Through all generations your truth endures; fixed to stand firm like the earth.

By your judgments they stand firm to this day, for all things are your servants. The revelation of your words sheds light, gives understanding to the simple.

Let your face shine upon your servant; teach me your statutes. Let my soul live to praise you; may your judgments give me help.",repo://assets/nabre.db,complete,,a7eae55767ad4582617bfc37417d32e9eeed18aebc5fda6803c53922cdbffaf0,c2631d1d4bb55970862372bd1e40f3ed641d479f8105401d0aebebf12b20f0c8,translation_variant,0.107023,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_97_98_99_100_101_102,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:97-98,99-100,101-102","Lord, I love your commands.","Oh, how I love thy law! It is my meditation all the day. Thy commandment makes me wiser than my enemies, for it is ever with me.

I have more understanding than all my teachers, for thy testimonies are my meditation. I understand more than the aged, for I keep thy precepts.

I hold back my feet from every evil way, in order to keep thy word. I do not turn aside from thy ordinances, for thou hast taught me.",repo://assets/rsvce.db,complete,,df367992319093201f87d097959fbf232ce8ff46d47149249c094bcc4d4efc71,9be77c5cc722e0f3724de9e8cfcab8a7cab6f6bbf412ecfbaa4a86d48ae0f2ed,exact,1.0,"ps119:97-98,99-100,101-102","Lord, I love your commands.","How I love your law, Lord! I study it all day long. Your commandment makes me wiser than my foes, as it is forever with me.

I have more insight than all my teachers, because I ponder your testimonies. I have more understanding than my elders, because I keep your precepts.

I keep my steps from every evil path, that I may observe your word. From your judgments I do not turn, for you have instructed me.",repo://assets/nabre.db,complete,,225a55cf75132872ec45e242c221f193e0b071feabcaf296cf5ea00e34e49560,db7e7ebf553ba2dd2456c3a0dde8de8cb8d5ca3ac2fe5694855451977a25863b,translation_variant,0.27512,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps119_9_10_11_12_13_14,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps119:9-10,11-12,13-14","Lord, teach me your decrees.","How can a young man keep his way pure? By guarding it according to thy word. With my whole heart I seek thee; let me not wander from thy commandments!

I have laid up thy word in my heart, that I might not sin against thee. Blessed be thou, O LORD; teach me thy statutes!

With my lips I declare all the ordinances of thy mouth. In the way of thy testimonies I delight as much as in all riches.",repo://assets/rsvce.db,complete,,fecba359ee2be6a4fa36f0309625409ede5862de4e041897ebfcc2b06916b1e0,dd061c9a4424e4464571e92e03ad867fa0917760ce3ee5117dd22f77a9106254,exact,1.0,"ps119:9-10,11-12,13-14","Lord, teach me your decrees.","How can the young keep his way without fault? Only by observing your words. With all my heart I seek you; do not let me stray from your commandments.

In my heart I treasure your promise, that I may not sin against you. Blessed are you, O LORD; teach me your statutes.

With my lips I recite all the judgments you have spoken. I find joy in the way of your testimonies more than in all riches.",repo://assets/nabre.db,complete,,58bcdecf694d2537d01d8c7e8766a93985fd4351902965cde8cd1c4e6f70cfc4,1bee7eaa48b581580f357bcd01ed4996698789410ff0e1119c235d4ec5a11059,translation_variant,0.161963,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps11_4_5_7,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps11:4,5,7","The upright shall behold your face, O Lord.","The LORD is in his holy temple,the LORD's throne is in heaven; his eyes behold, his eyelids test, the children of men.

The LORD tests the righteous and the wicked, and his soul hates him that loves violence.

For the LORD is righteous, he loves righteous deeds; the upright shall behold his face.",repo://assets/rsvce.db,complete,,46c9ff0c9d894e155992d6c3d94b310fa5e0f252f1fffa497db8e96f183e3e64,09edde3f350951a7351b34e6e1be881fe69e1363136f4c203dc14767778e2a9b,exact,1.0,"ps11:4,5,7","The upright shall behold your face, O Lord.","The LORD is in his holy temple; the LORD’s throne is in heaven. God’s eyes keep careful watch; they test the children of Adam.

The LORD tests the righteous and the wicked, hates those who love violence,

The LORD is just and loves just deeds; the upright will see his face.",repo://assets/nabre.db,complete,,49d82aafdb27597ac6146f55629cc22b2057656885cac548b4dccf64b852ecdc,7ff6fb0916e614e49fbe6d128cf281ac59c693dfbd8995eff9ca423ec2e1cce8,translation_variant,0.618297,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps121_1_2_3_4_5_6_7_8,5,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps121:1-2,3-4,5-6,7-8","Our help is from the Lord, who made heaven and earth.","I lift up my eyes to the hills. From whence does my help come? My help comes from the LORD, who made heaven and earth.

He will not let your foot be moved, he who keeps you will not slumber. Behold, he who keeps Israel will neither slumber nor sleep.

The LORD is your keeper; the LORD is your shade on your right hand. The sun shall not smite you by day, nor the moon by night.

The LORD will keep you from all evil; he will keep your life. The LORD will keep your going out and your coming in from this time forth and for evermore.",repo://assets/rsvce.db,complete,,0be1f9b08a47b16fad17664388fcc79a93518e4fa9f44b4d686df1a5fe2f9d94,fd9ba1ffedeb2942379199fa4aa688c40e3cbadb9326347e54339333401ebba5,exact,1.0,"ps121:1-2,3-4,5-6,7-8","Our help is from the Lord, who made heaven and earth.","Psalm 121 The Lord My Guardian - A song of ascents. I raise my eyes toward the mountains. From whence shall come my help? My help comes from the LORD, the maker of heaven and earth.

He will not allow your foot to slip; or your guardian to sleep. Behold, the guardian of Israel never slumbers nor sleeps.

The LORD is your guardian; the LORD is your shade at your right hand. By day the sun will not strike you, nor the moon by night.

The LORD will guard you from all evil; he will guard your soul. The LORD will guard your coming and going both now and forever.",repo://assets/nabre.db,complete,,5f944a77e556c076291cd570ca60bd8b69a6702fc2b0ba1766264c0386edd020,be9f179016aada5d6944c4b4b2f6859d0e73f45b3d9fafc5caa4529b831eff81,translation_variant,0.175711,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps122_1_2_3_4_4_5,2,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps122:1-2,3-4,4-5",Let us go rejoicing to the house of the Lord.,"I was glad when they said to me, ""Let us go to the house of the LORD!"" Our feet have been standing within your gates, O Jerusalem!

Jerusalem, built as a city which is bound firmly together, to which the tribes go up, the tribes of the LORD,as was decreed for Israel, to give thanks to the name of the LORD.

to which the tribes go up, the tribes of the LORD,as was decreed for Israel, to give thanks to the name of the LORD. There thrones for judgment were set, the thrones of the house of David.",repo://assets/rsvce.db,complete,,6f2d5c4c948b2dbc03fb36521ad6040b79031a3d9f0457fbdbce9fa68b608838,e52dc09113d6c7d585360ff08b4b22417aed2ff0508e36bcbe5d8e1eaa5dba48,exact,1.0,"ps122:1-2,3-4,4-5",Let us go rejoicing to the house of the Lord.,"Psalm 122 A Pilgrim’s Prayer for Jerusalem - A song of ascents. Of David. I - I rejoiced when they said to me, “Let us go to the house of the LORD.” And now our feet are standing within your gates, Jerusalem.

Jerusalem, built as a city, walled round about. There the tribes go up, the tribes of the LORD, As it was decreed for Israel, to give thanks to the name of the LORD.

There the tribes go up, the tribes of the LORD, As it was decreed for Israel, to give thanks to the name of the LORD. There are the thrones of justice, the thrones of the house of David.",repo://assets/nabre.db,complete,,9acadc2a02e33608448e060283dbcf4979cf4ac32bce2060c7f92a3a82a99ad8,67defc72e17a81a97b278b91084bff1c713ec00b711447460f0d71184dc80283,translation_variant,0.106787,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps122_1_2_3_4_4_5_6_7_8_9,4,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps122:1-2,3-4,4-5,6-7,8-9",Let us go rejoicing to the house of the Lord.,"I was glad when they said to me, ""Let us go to the house of the LORD!"" Our feet have been standing within your gates, O Jerusalem!

Jerusalem, built as a city which is bound firmly together, to which the tribes go up, the tribes of the LORD,as was decreed for Israel, to give thanks to the name of the LORD.

to which the tribes go up, the tribes of the LORD,as was decreed for Israel, to give thanks to the name of the LORD. There thrones for judgment were set, the thrones of the house of David.

Pray for the peace of Jerusalem! ""May they prosper who love you! Peace be within your walls, and security within your towers!""

For my brethren and companions' sake I will say, ""Peace be within you!"" For the sake of the house of the LORD our God, I will seek your good.",repo://assets/rsvce.db,complete,,c4a241036fd8399a72b7ef1aea59c28b8d2e5bd0038f6caf956f7a3f1332d371,df96670c285409ca67423c0024fde2c4c8e129f2837a9847262cbd74c436d2d5,exact,1.0,"ps122:1-2,3-4,4-5,6-7,8-9",Let us go rejoicing to the house of the Lord.,"Psalm 122 A Pilgrim’s Prayer for Jerusalem - A song of ascents. Of David. I - I rejoiced when they said to me, “Let us go to the house of the LORD.” And now our feet are standing within your gates, Jerusalem.

Jerusalem, built as a city, walled round about. There the tribes go up, the tribes of the LORD, As it was decreed for Israel, to give thanks to the name of the LORD.

There the tribes go up, the tribes of the LORD, As it was decreed for Israel, to give thanks to the name of the LORD. There are the thrones of justice, the thrones of the house of David.

For the peace of Jerusalem pray: “May those who love you prosper! May peace be within your ramparts, prosperity within your towers.”

For the sake of my brothers and friends I say, “Peace be with you.” For the sake of the house of the LORD, our God, I pray for your good.",repo://assets/nabre.db,complete,,e012f7fd8b61380b447e92dfb9451d6a6eae901a765158f8a379c4c5da8e02d4,54faf529ebe439974dad70413d32a4260edbb05a597319fd683fdeb15a6b5e5c,translation_variant,0.083951,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
