stable_usage_key,choice_priority,territory,kind,celebration_id,mass_form,season,week,weekday,special_day,sunday_cycle,weekday_cycle,lectionary_number,reference_normalized,response_text,source_catalog,nigeria_selection_id,nigeria_source_date,gallery_source_url,gallery_text_edition,rsvce_selection_id,text_source_id,display_edition,resolution_status,review_notes
NG|special-period|christmas-january-4|||II,1,NG,special-period,,,,,,christmas-january-4,,II,,"ps98:1,7-8,9",All the ends of the earth have seen the salvation of our God.,nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/040124/,Douay-Rheims,ps98_1_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|christmas-january-4|||II,2,NG,special-period,,,,,,christmas-january-4,,II,207,"ps98:1,7-8,9",All the ends of the earth have seen,standard_lectionary_complete.csv,,,https://www.catholicgallery.org/mass-reading/040124/,Douay-Rheims,ps98_1_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|christmas-january-5|||I,1,NG,special-period,,,,,,christmas-january-5,,I,208,"ps100:1-2,3,4,5",Let all the earth cry out with joy.,standard_lectionary_complete.csv,ng:reconstructed:ad906fabfff7358c,,,,ps100_1_2_3_4_5,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|special-period|christmas-january-5|||II,1,NG,special-period,,,,,,christmas-january-5,,II,,"ps2:7-8,10-11",I will give you the nations as your inheritance.,nigeria_psalm_usage_assignments.csv,ng:2026-01-05:responsorial-psalm:1,2026-01-05,,,ps2_7_8_10_11,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|christmas-january-5|||II,2,NG,special-period,,,,,,christmas-january-5,,II,,"ps100:1b-2,3,4,5","Cry out with joy to the Lord, all the earth.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/050124/,Douay-Rheims,ps100_1b_2_3_4_5,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|christmas-january-5|||II,3,NG,special-period,,,,,,christmas-january-5,,II,208,"ps100:1-2,3,4,5",Let all the earth cry out with joy.,standard_lectionary_complete.csv,ng:reconstructed:ad906fabfff7358c,,,,ps100_1_2_3_4_5,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|special-period|christmas-january-6|||I,1,NG,special-period,,,,,,christmas-january-6,,I,209,"ps147:12-13,14-15,19-20","Praise the Lord, Jerusalem.",standard_lectionary_complete.csv,,,,,ps147_12_13_14_15_19_20,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|christmas-january-6|||II,1,NG,special-period,,,,,,christmas-january-6,,II,,"ps72:1-2,3-4ab,7-8","All nations on earth shall fall prostrate before you, O Lord.",nigeria_psalm_usage_assignments.csv,ng:2026-01-06:responsorial-psalm:1,2026-01-06,,,ps72_1_2_3_4ab_7_8,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|christmas-january-6|||II,2,NG,special-period,,,,,,christmas-january-6,,II,,"ps147:12-13,14-15,19-20","O Jerusalem, glorify the Lord! or Alleluia.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/060124/,Douay-Rheims,ps147_12_13_14_15_19_20,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|christmas-january-6|||II,3,NG,special-period,,,,,,christmas-january-6,,II,209,"ps147:12-13,14-15,19-20","Praise the Lord, Jerusalem.",standard_lectionary_complete.csv,,,https://www.catholicgallery.org/mass-reading/060124/,Douay-Rheims,ps147_12_13_14_15_19_20,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|christmas-january-7|||I,1,NG,special-period,,,,,,christmas-january-7,,I,,"ps72:1-2,3-4,7-8","Lord, every nation on earth will adore you.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/070125/,Douay-Rheims,ps72_1_2_3_4_7_8,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|christmas-january-7|||I,2,NG,special-period,,,,,,christmas-january-7,,I,210,"ps149:1-2,3-4,5-6a+9b",The Lord takes delight in his people.,standard_lectionary_complete.csv,,,,,ps149_1_2_3_4_5_6a_9b,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|christmas-january-7|||II,1,NG,special-period,,,,,,christmas-january-7,,II,,"ps72:1-2,10-11,12-13","All nations on earth shall fall prostrate before you, O Lord.",nigeria_psalm_usage_assignments.csv,ng:2026-01-07:responsorial-psalm:1,2026-01-07,,,ps72_1_2_10_11_12_13,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|christmas-january-7|||II,2,NG,special-period,,,,,,christmas-january-7,,II,210,"ps149:1-2,3-4,5-6a+9b",The Lord takes delight in his people.,standard_lectionary_complete.csv,,,,,ps149_1_2_3_4_5_6a_9b,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-friday|||I,1,NG,special-period,,,,,,easter-octave-friday,,I,265,"ps118:1-2,4,22-24,25-27a",The stone rejected by the builders has become the cornerstone.,standard_lectionary_complete.csv,,,,,ps118_1_2_4_22_24_25_27a,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-friday|||II,1,NG,special-period,,,,,,easter-octave-friday,,II,,"ps118:1-2,4,22-24,25-27ab",The stone which the builders rejected has become the cornerstone.,nigeria_psalm_usage_assignments.csv,ng:2026-04-10:responsorial-psalm:1,2026-04-10,,,ps118_1_2_4_22_24_25_27ab,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-octave-friday|||II,2,NG,special-period,,,,,,easter-octave-friday,,II,265,"ps118:1-2,4,22-24,25-27a",The stone rejected by the builders has become the cornerstone.,standard_lectionary_complete.csv,,,https://www.catholicgallery.org/mass-reading/050424/,Douay-Rheims,ps118_1_2_4_22_24_25_27a,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-monday|||I,1,NG,special-period,,,,,,easter-octave-monday,,I,,"ps16:1-2a,5,7-8,9-10,11","Keep me safe, O God; you are my hope.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/210425/,Douay-Rheims,ps16_1_2a_5_7_8_9_10_11,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-monday|||II,1,NG,special-period,,,,,,easter-octave-monday,,II,,"ps16:1-2a,5,7-8,9-10,11","Preserve me, O God, for in you I take refuge.",nigeria_psalm_usage_assignments.csv,ng:2026-04-06:responsorial-psalm:1,2026-04-06,https://www.catholicgallery.org/mass-reading/010424/,Douay-Rheims,ps16_1_2a_5_7_8_9_10_11,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-octave-monday|||II,2,NG,special-period,,,,,,easter-octave-monday,,II,,"ps16:1-2a,5,7-8,9-10,11","Preserve me, O God, for in you I take refuge. Or Alleluia",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/010424/,Douay-Rheims,ps16_1_2a_5_7_8_9_10_11,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-monday|||II,3,NG,special-period,,,,,,easter-octave-monday,,II,261,"ps16:1-2a,5,7-8,9-10,11","Keep me safe, O God; you are my hope.",standard_lectionary_complete.csv,,,https://www.catholicgallery.org/mass-reading/010424/,Douay-Rheims,ps16_1_2a_5_7_8_9_10_11,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-saturday|||I,1,NG,special-period,,,,,,easter-octave-saturday,,I,,"ps118:1,14-15ab,16-18,19-21","I will give thanks to you, for you have answered me.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/260425/,Douay-Rheims,ps118_1_14_15ab_16_18_19_21,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-saturday|||I,2,NG,special-period,,,,,,easter-octave-saturday,,I,266,"ps118:1,14-15ab,16-18,19-21","I will give thanks to you, Lord, for you have answered me.",standard_lectionary_complete.csv,,,https://www.catholicgallery.org/mass-reading/260425/,Douay-Rheims,ps118_1_14_15ab_16_18_19_21,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-saturday|||II,1,NG,special-period,,,,,,easter-octave-saturday,,II,,"ps118:1,14-15ab,15c-18,19-21","I will thank you, Lord, for you have answered me.",nigeria_psalm_usage_assignments.csv,ng:2026-04-11:responsorial-psalm:1,2026-04-11,,,ps118_1_14_15ab_15c_18_19_21,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-octave-saturday|||II,2,NG,special-period,,,,,,easter-octave-saturday,,II,,"ps118:1,14-15ab,16-18,19-21","I will thank you, Lord, for you have answered me Or: Alleluia.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/060424/,Douay-Rheims,ps118_1_14_15ab_16_18_19_21,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-saturday|||II,3,NG,special-period,,,,,,easter-octave-saturday,,II,266,"ps118:1,14-15ab,16-18,19-21","I will give thanks to you, Lord, for you have answered me.",standard_lectionary_complete.csv,,,https://www.catholicgallery.org/mass-reading/060424/,Douay-Rheims,ps118_1_14_15ab_16_18_19_21,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-thursday|||I,1,NG,special-period,,,,,,easter-octave-thursday,,I,,"ps8:2ab,5,6-7,8-9","O Lord, our God, how wonderful your name in all the earth!",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/240425/,Douay-Rheims,ps8_2ab_5_6_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-thursday|||II,1,NG,special-period,,,,,,easter-octave-thursday,,II,,"ps8:2ab,5,6-7a,7b-9","O Lord, our Lord, how majestic is your name through all the earth!",nigeria_psalm_usage_assignments.csv,ng:2026-04-09:responsorial-psalm:1,2026-04-09,,,ps8_2ab_5_6_7a_7b_9,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-octave-thursday|||II,2,NG,special-period,,,,,,easter-octave-thursday,,II,,"ps8:2ab,5,6-7,8-9","O Lord, our Lord, how majestic is your name through all the earth! Or: Alleluia.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/040424/,Douay-Rheims,ps8_2ab_5_6_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-thursday|||II,3,NG,special-period,,,,,,easter-octave-thursday,,II,264,"ps8:2ab,5,6-7,8-9","O Lord, our God, how wonderful your name in all the earth!",standard_lectionary_complete.csv,,,https://www.catholicgallery.org/mass-reading/040424/,Douay-Rheims,ps8_2ab_5_6_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-tuesday|||I,1,NG,special-period,,,,,,easter-octave-tuesday,,I,,"ps33:4-5,18-19,20,22",The earth is full of the goodness of the Lord.,nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/220425/,Douay-Rheims,ps33_4_5_18_19_20_22,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-tuesday|||II,1,NG,special-period,,,,,,easter-octave-tuesday,,II,,"ps33:4-5,18-19,20,22",His merciful love fills the earth.,nigeria_psalm_usage_assignments.csv,ng:2026-04-07:responsorial-psalm:1,2026-04-07,https://www.catholicgallery.org/mass-reading/020424/,Douay-Rheims,ps33_4_5_18_19_20_22,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-octave-tuesday|||II,2,NG,special-period,,,,,,easter-octave-tuesday,,II,,"ps33:4-5,18-19,20,22",His merciful love fills the earth. Or Alleluia !,nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/020424/,Douay-Rheims,ps33_4_5_18_19_20_22,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-tuesday|||II,3,NG,special-period,,,,,,easter-octave-tuesday,,II,262,"ps33:4-5,18-19,20,22",The earth is full of the goodness of the Lord.,standard_lectionary_complete.csv,,,https://www.catholicgallery.org/mass-reading/020424/,Douay-Rheims,ps33_4_5_18_19_20_22,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-wednesday|||I,1,NG,special-period,,,,,,easter-octave-wednesday,,I,,"ps105:1-2,3-4,6-7,8-9","Rejoice, O hearts that seek the Lord.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/230425/,Douay-Rheims,ps105_1_2_3_4_6_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-wednesday|||II,1,NG,special-period,,,,,,easter-octave-wednesday,,II,,"ps105:1-2,3-4,6-7,8-9",Let the hearts that seek the Lord rejoice.,nigeria_psalm_usage_assignments.csv,ng:2026-04-08:responsorial-psalm:1,2026-04-08,https://www.catholicgallery.org/mass-reading/030424/,Douay-Rheims,ps105_1_2_3_4_6_7_8_9,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-octave-wednesday|||II,2,NG,special-period,,,,,,easter-octave-wednesday,,II,,"ps105:1-2,3-4,6-7,8-9",Let the hearts that seek the Lord rejoice. Or: Alleluia.,nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/030424/,Douay-Rheims,ps105_1_2_3_4_6_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-octave-wednesday|||II,3,NG,special-period,,,,,,easter-octave-wednesday,,II,263,"ps105:1-2,3-4,6-7,8-9","Rejoice, O hearts that seek the Lord.",standard_lectionary_complete.csv,,,https://www.catholicgallery.org/mass-reading/030424/,Douay-Rheims,ps105_1_2_3_4_6_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|easter-vigil|||,1,NG,special-period,,,,,,easter-vigil,,,,"ps104:1-2a,5-6,10and12,13-14,24,35c","Lord, send forth your Spirit, and renew the face of the earth.",nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:1,2026-04-04,,,ps104_1_2a_5_6_10and12_13_14_24_35c,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-vigil|||,2,NG,special-period,,,,,,easter-vigil,,,,"ps33:4-5,6-7,12-13,20,22",His merciful love fills the earth.,nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:2,2026-04-04,,,ps33_4_5_6_7_12_13_20_22,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-vigil|||,3,NG,special-period,,,,,,easter-vigil,,,,"ps16:5,8,9-10,11","Preserve me, O God, for in you I take refuge.",nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:3,2026-04-04,,,ps16_5_8_9_10_11,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-vigil|||,4,NG,special-period,,,,,,easter-vigil,,,,"exod15:1b-2,3-4,5-6,17-18","I will sing to the Lord, for he has triumphed gloriously.",nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:4,2026-04-04,,,ex15_1b_2_3_4_5_6_17_18__alias_f63643dad78e,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-vigil|||,5,NG,special-period,,,,,,easter-vigil,,,,"ps30:2,4,5-6,11-12a,13b","I will extol you, O Lord, for you have raised me up.",nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:5,2026-04-04,,,ps30_2_4_5_6_11_12a_13b,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-vigil|||,6,NG,special-period,,,,,,easter-vigil,,,,"isa12:2-3,4bcde,5-6",With joy you will draw water from the wells of salvation.,nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:6,2026-04-04,,,isa12_2_3_4bcde_5_6,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-vigil|||,7,NG,special-period,,,,,,easter-vigil,,,,"ps19:8,9,10,11","Lord, you have the words of eternal life.",nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:7,2026-04-04,,,ps19_8_9_10_11,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-vigil|||,8,NG,special-period,,,,,,easter-vigil,,,,"ps42:3,5bcd,43:3,4","Like the deer that yearns for running streams,",nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:8,2026-04-04,,,ps42_3_5bcd_43_3_4,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-vigil|||,9,NG,special-period,,,,,,easter-vigil,,,,"ps51:12-13,14-15,18-19","Create a pure heart for me, O God",nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:9,2026-04-04,,,ps51_12_13_14_15_18_19,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|easter-vigil|||,10,NG,special-period,,,,,,easter-vigil,,,,"ps118:1-2,15c-17,22-23",Alleluia. Alleluia. Alleluia.,nigeria_psalm_usage_assignments.csv,ng:2026-04-04:responsorial-psalm:10,2026-04-04,,,ps118_1_2_15c_17_22_23,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|good-friday|||I,1,NG,special-period,,,,,,good-friday,,I,,"ps31:2,6,12-13,15-16,17,25","Father, into your hands I commend my spirit!",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/180425/,Douay-Rheims,ps31_2_6_12_13_15_16_17_25,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|good-friday|||II,1,NG,special-period,,,,,,good-friday,,II,,"ps31:2,6,12-13,15-16,17,25","Father, into your hands I commit my spirit!",nigeria_psalm_usage_assignments.csv,ng:2026-04-03:responsorial-psalm:1,2026-04-03,https://www.catholicgallery.org/mass-reading/290324/,Douay-Rheims,ps31_2_6_12_13_15_16_17_25,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|good-friday|||II,2,NG,special-period,,,,,,good-friday,,II,,"ps31:2,6,12-13,15-16,17,25","Father, into your hands I commend my spirit!",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/290324/,Douay-Rheims,ps31_2_6_12_13_15_16_17_25,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|holy-week-monday|||I,1,NG,special-period,,,,,,holy-week-monday,,I,,"ps27:1,2,3,13-14",The Lord is my light and my salvation.,nigeria_2024_2025_usage_assignments.csv,ng:2026-03-30:responsorial-psalm:1,2026-03-30,https://www.catholicgallery.org/mass-reading/140425/,Douay-Rheims,ps27_1_2_3_13_14,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|holy-week-monday|||II,1,NG,special-period,,,,,,holy-week-monday,,II,,"ps27:1,2,3,13-14",The Lord is my light and my salvation.,nigeria_2024_2025_usage_assignments.csv,ng:2026-03-30:responsorial-psalm:1,2026-03-30,https://www.catholicgallery.org/mass-reading/250324/,Douay-Rheims,ps27_1_2_3_13_14,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|holy-week-tuesday|||I,1,NG,special-period,,,,,,holy-week-tuesday,,I,,"ps71:1-2,3-4a,5ab-6ab,15,17","My mouth will tell of your salvation, Lord.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/150425/,Douay-Rheims,ps71_1_2_3_4a_5ab_6ab_15_17,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|holy-week-tuesday|||I,2,NG,special-period,,,,,,holy-week-tuesday,,I,258,"ps71:1-2,3,5-6,15+17",I will sing of your salvation.,standard_lectionary_complete.csv,,,,,ps71_1_2_3_5_6_15_17,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|holy-week-tuesday|||II,1,NG,special-period,,,,,,holy-week-tuesday,,II,,"ps71:1-2,3-4a,5-6ab,15ab,17","My mouth will tell of your salvation, Lord.",nigeria_psalm_usage_assignments.csv,ng:2026-03-31:responsorial-psalm:1,2026-03-31,,,ps71_1_2_3_4a_5_6ab_15ab_17,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|holy-week-tuesday|||II,2,NG,special-period,,,,,,holy-week-tuesday,,II,,"ps71:1-2,3-4a,5ab-6ab,15,17","My mouth will tell of your salvation, Lord.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/260324/,Douay-Rheims,ps71_1_2_3_4a_5ab_6ab_15_17,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|holy-week-tuesday|||II,3,NG,special-period,,,,,,holy-week-tuesday,,II,258,"ps71:1-2,3,5-6,15+17",I will sing of your salvation.,standard_lectionary_complete.csv,,,,,ps71_1_2_3_5_6_15_17,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|holy-week-wednesday|||I,1,NG,special-period,,,,,,holy-week-wednesday,,I,259,"ps69:7-9,20-21,30+32-33","Lord, in your great love, answer me.",standard_lectionary_complete.csv,,,,,ps69_7_9_20_21_30_32_33,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|holy-week-wednesday|||II,1,NG,special-period,,,,,,holy-week-wednesday,,II,,"ps69:8-10,21-22,31,33-34","In your great mercy, answer me, O God",nigeria_psalm_usage_assignments.csv,ng:2026-04-01:responsorial-psalm:1,2026-04-01,https://www.catholicgallery.org/mass-reading/270324/,Douay-Rheims,ps69_8_10_21_22_31_33_34,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|holy-week-wednesday|||II,2,NG,special-period,,,,,,holy-week-wednesday,,II,,"ps69:8-10,21-22,31,33-34","In your great mercy, answer me, O Lord, for a time of your favour.",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/270324/,Douay-Rheims,ps69_8_10_21_22_31_33_34,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|holy-week-wednesday|||II,3,NG,special-period,,,,,,holy-week-wednesday,,II,259,"ps69:7-9,20-21,30+32-33","Lord, in your great love, answer me.",standard_lectionary_complete.csv,,,,,ps69_7_9_20_21_30_32_33,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|palm-sunday||A|,1,NG,special-period,,,,,,palm-sunday,A,,,"ps22:8-9,17-18a,19-20,23-24","My God, my God, why have you forsaken me?",nigeria_psalm_usage_assignments.csv,ng:2026-03-29:responsorial-psalm:1,2026-03-29,,,ps22_8_9_17_18a_19_20_23_24,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|special-period|palm-sunday||B|,1,NG,special-period,,,,,,palm-sunday,B,,,"ps22:8-9,17-18,19-20,23-24","My God, my God, Why have you forsaken me?",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/240324/,Douay-Rheims,ps22_8_9_17_18_19_20_23_24,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|special-period|palm-sunday||C|,1,NG,special-period,,,,,,palm-sunday,C,,,"ps22:8-9,17-18,19-20,23-24","My God, my God, why have you forsaken me?",nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/130425/,Douay-Rheims,ps22_8_9_17_18_19_20_23_24,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|temporal|advent|1|friday||I,1,NG,temporal,,,advent,1,friday,,,I,,"ps27:1,4,13-14",The Lord is my light and my salvation.,nigeria_2024_2025_usage_assignments.csv,ng:2025-12-05:responsorial-psalm:1,2025-12-05,https://www.catholicgallery.org/mass-reading/061224/,Douay-Rheims,ps27_1_4_13_14,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|temporal|advent|1|friday||II,1,NG,temporal,,,advent,1,friday,,,II,,"ps27:1,4,13-14",The Lord is my light and my salvation.,nigeria_psalm_usage_assignments.csv,ng:2025-12-05:responsorial-psalm:1,2025-12-05,,,ps27_1_4_13_14,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|temporal|advent|1|monday||I,1,NG,temporal,,,advent,1,monday,,,I,,"ps122:1-2,3-4b,4cd-5,6-7,8-9",Let us go rejoicing to the house of the Lord.,nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/021224/,Douay-Rheims,ps122_1_2_3_4b_4cd_5_6_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
