source,day_label,type,reference,problems,db_first_verse,csv_incipit,index_source_file,index_raw_header_ref,candidate_first_line,candidate_source,quality_notes
standard,Ordinary Time/10/Tuesday/I,gospel,Matt 5:13-16,raw_verse_pronoun:they; raw_verse_lowercase; verse_number_in_rendered,"""You are the salt of the earth; but if salt has lost its taste, how shall its saltness be restored? It is no longer good for anything except to be thrown out and trodden under foot by men.","they may give the praise to your Father in heaven.,360,As surely as God is faithful",,,,,no index match
standard,Ordinary Time/10/Tuesday/II,first_reading,1 Kings 17:7-16,raw_verse_lowercase; verse_number_in_rendered,"And after a while the brook dried up, because there was no rain in the land.",seeing your good works,weekday_b,1 Kings 17.7-16,"After a while the wadi where Elijah was hiding dried up,",weekday_b,from weekday_b
standard,Ordinary Time/10/Tuesday/II,gospel,Matt 5:13-16,raw_verse_pronoun:they; raw_verse_lowercase; verse_number_in_rendered,"""You are the salt of the earth; but if salt has lost its taste, how shall its saltness be restored? It is no longer good for anything except to be thrown out and trodden under foot by men.","they may give the praise to your Father in heaven.,360,As surely as God is faithful",,,,,no index match
standard,Ordinary Time/10/Saturday/I,first_reading,2 Cor 12:1-10,raw_verse_pronoun:it,"I must boast; there is nothing to be gained by it, but I will go on to visions and revelations of the Lord.","It is necessary to boast, though nothing is to be gained by it;",,,,,no index match
standard,Ordinary Time/11/Sunday/B,first_reading,Ez 17:22-24,raw_verse_conjunction:thus; verse_number_in_rendered; no_incipit_problematic_verse:thus,"Thus says the Lord GOD: ""I myself will take a sprig from the lofty top of the cedar, and will set it out; I will break off from the topmost of its young twigs a tender one, and I myself will plant it upon a high and lofty mountain;",,sunday,Ez 17:22-24,GOSPEL (Mk 4:26-34) THUS says the Lord GOD:,sunday,from sunday
standard,Ordinary Time/11/Sunday/B,gospel,Mark 4:26-34,raw_verse_pronoun:this; verse_number_in_rendered,"And he said, ""The kingdom of God is as if a man should scatter seed upon the ground,",This is how it is with the kingdom of God;,weekday_a,Mark 4.26-34,"Jesus told the people a parable,",weekday_a,from weekday_a
standard,Ordinary Time/11/Tuesday/I,first_reading,2 Corinthians 8:1-9,raw_verse_pronoun:we,"We want you to know, brethren, about the grace of God which has been shown in the churches of Macedonia,","We want you to know, brothers and sisters,",weekday_b,2 Corinthians 8.1-9,"We want you to know, brothers and sisters,",weekday_b,from weekday_b
standard,Ordinary Time/11/Tuesday/II,first_reading,1 Kings 21:17-29,raw_verse_pronoun:we; verse_number_in_rendered,"Then the word of the LORD came to Elijah the Tishbite, saying,","We want you to know, brothers and sisters,",weekday_b,1 Kings 21.17-29,"The word of the Lord came to Elijah the Tishbite, saying:",weekday_b,from weekday_b
standard,Ordinary Time/11/Thursday/II,first_reading,Sir 48:1-14,raw_verse_lowercase,"Then the prophet Elijah arose like a fire, and his word burned like a torch.",a prophet like fire,,,,,no index match
standard,Ordinary Time/11/Friday/I,first_reading,"2 Corinthians 11:18, 21b-30",raw_verse_conjunction:since; verse_number_in_rendered,"since many boast of worldly things, I too will boast.)","Since many boast according to human standards,",weekday_b,"2 Corinthians 11.18, 21b-30","Since many boast according to human standards,",weekday_b,from weekday_b
standard,Ordinary Time/11/Friday/II,first_reading,"2 Kings 11:1-4, 9-18, 20",raw_verse_conjunction:since,"The time that Jehu reigned over Israel in Samaria was twenty-eight years. Now when Athaliah the mother of Ahaziah saw that her son was dead, she arose and destroyed all the royal family.","Since many boast according to human standards,",weekday_b,"2 Kings 11.1-4, 9-18, 20","When Athaliah, Ahaziah’s mother, saw that her son was dead,",weekday_b,from weekday_b
standard,Ordinary Time/12/Sunday/B,first_reading,"Job 38:1, 8-11",raw_verse_conjunction:then,Then the LORD answered Job out of the whirlwind:,,sunday,"Job 38:1, 8-11",GOSPEL (Mk 4:35-41) THE Lord addressed Job out of the storm and said:,sunday,from sunday
standard,Ordinary Time/12/Sunday/C,gospel,Luke 9:18-24,pronoun_after_incipit:it,"Now it happened that as he was praying alone the disciples were with him; and he asked them, ""Who do the people say that I am?""",,,,,,no index match
standard,Ordinary Time/13/Sunday/A,first_reading,"2 Kgs 4:8-11, 14-16a",raw_verse_lowercase; verse_number_in_rendered,"One day Elisha went on to Shunem, where a wealthy woman lived, who urged him to eat some food. So whenever he passed that way, he would turn in there to eat food.","a holy nation; praise God who called you out of darkness into his wonderful light.,,,",sunday,"2 Kgs 4:8-11, 14-16a",,,from sunday; reject:too_long
standard,Ordinary Time/13/Sunday/A,gospel,Matt 10:37-42,raw_verse_pronoun:he; verse_number_in_rendered,He who loves father or mother more than me is not worthy of me; and he who loves son or daughter more than me is not worthy of me;,,,,,,no index match
standard,Ordinary Time/13/Monday/I,gospel,Matt 9:18-26,raw_verse_conjunction:while; verse_number_in_rendered,"While he was thus speaking to them, behold, a ruler came in and knelt before him, saying, ""My daughter has just died; but come and lay your hand on her, and she will live.""","While Jesus was speaking to the disciples of John the Baptist,",,,,,no index match
standard,Ordinary Time/13/Tuesday/I,first_reading,Gen 19:15-29,raw_verse_lowercase; verse_number_in_rendered,"When morning dawned, the angels urged Lot, saying, ""Arise, take your wife and your two daughters who are here, lest you be consumed in the punishment of the city.""",the men of Sodom,,,,,no index match
standard,Ordinary Time/13/Tuesday/I,gospel,Matt 18:23-27,raw_verse_lowercase; verse_number_in_rendered,"""Therefore the kingdom of heaven may be compared to a king who wished to settle accounts with his servants.",both young and old,,,,,no index match
standard,Ordinary Time/13/Tuesday/II,gospel,Matt 18:23-27,raw_verse_lowercase; verse_number_in_rendered,"""Therefore the kingdom of heaven may be compared to a king who wished to settle accounts with his servants.",saying,,,,,no index match
standard,Ordinary Time/14/Sunday/B,first_reading,Ez 2:2-5,raw_verse_conjunction:and; verse_number_in_rendered; no_incipit_problematic_verse:and,"And when he spoke to me, the Spirit entered into me and set me upon my feet; and I heard him speaking to me.",,sunday,Ez 2:2-5,"JESUS departed from there and came to his native place, accompanied by AS the LORD spoke to me, the spirit entered into me his disciples.",sunday,from sunday
standard,Ordinary Time/14/Sunday/B,gospel,Mark 6:1-6,raw_verse_pronoun:he,He went away from there and came to his own country; and his disciples followed him.,,weekday_a,Mark 6.1-6,"Jesus came to his hometown,",weekday_a,from weekday_a
standard,Ordinary Time/15/Sunday/A,gospel,Matt 13:1-23,raw_verse_pronoun:that,That same day Jesus went out of the house and sat beside the sea.,,,,,,no index match
standard,Ordinary Time/15/Sunday/B,first_reading,Am 7:12-15,raw_verse_conjunction:and; verse_number_in_rendered; no_incipit_problematic_verse:and,"And Amaziah said to Amos, ""O seer, go, flee away to the land of Judah, and eat bread there, and prophesy there;",,sunday,Am 7:12-15,"AMAZIAH, priest of Bethel, said to Amos, The word of the Lord.—R. Thanks be to God.",sunday,from sunday
standard,Ordinary Time/15/Sunday/C,gospel,Luke 10:25-37,raw_verse_lowercase; verse_number_in_rendered,"And behold, a lawyer stood up to put him to the test, saying, ""Teacher, what shall I do to inherit eternal life?""",your God,weekday_b,Luke 10.25-37,A lawyer stood up to test Jesus.,weekday_b,from weekday_b
standard,Ordinary Time/15/Tuesday/II,first_reading,Isa 7:1-9,raw_verse_lowercase,"In the days of Ahaz the son of Jotham, son of Uzziah, king of Judah, Rezin the king of Syria and Pekah the son of Remaliah the king of Israel came up to Jerusalem to wage war against it, but they could not conquer it.",king of Judah,,,,,no index match
standard,Ordinary Time/16/Tuesday/I,gospel,"Matt 12:46, 48-50",raw_verse_conjunction:while; verse_number_in_rendered,"While he was still speaking to the people, behold, his mother and his brethren stood outside, asking to speak to him.","While Jesus was still speaking to the crowds,",,,,,no index match
standard,Ordinary Time/16/Tuesday/II,gospel,"Matt 12:46, 48-50",raw_verse_conjunction:while; verse_number_in_rendered,"While he was still speaking to the people, behold, his mother and his brethren stood outside, asking to speak to him.","While Jesus was still speaking to the crowds,",,,,,no index match
standard,Ordinary Time/17/Sunday/C,gospel,Luke 11:1-13,raw_verse_pronoun:he,"He was praying in a certain place, and when he ceased, one of his disciples said to him, ""Lord, teach us to pray, as John taught his disciples.""",,,,,,no index match
standard,Ordinary Time/18/Tuesday/I,first_reading,Num 12:1-13,raw_verse_conjunction:while,"Miriam and Aaron spoke against Moses because of the Cushite woman whom he had married, for he had married a Cushite woman;","While they were at Hazeroth,",,,,,no index match
standard,Ordinary Time/18/Thursday/I,first_reading,Num 20:1-13,raw_verse_lowercase,"And the people of Israel, the whole congregation, came into the wilderness of Zin in the first month, and the people stayed in Kadesh; and Miriam died there, and was buried there.",the whole congregation,,,,,no index match
standard,Ordinary Time/18/Thursday/II,first_reading,Jer 31:31-34,raw_verse_lowercase; verse_number_in_rendered,"""Behold, the days are coming, says the LORD, when I will make a new  covenant with the house of Israel and the house of Judah,",says the Lord,sunday,Jer 31:31-34,"and asked him, “Sir, we would like to see Jesus.” THE days are coming, says the LORD, Philip went and told Andrew; when I will make a new covenant with the house of Israel then Andrew and Philip went and told Jesus.",sunday,from sunday
standard,Ordinary Time/19/Sunday/B,first_reading,1 Kgs 19:4-8,pronoun_after_incipit:he,"But he himself went a day's journey into the wilderness, and came and sat down under a broom tree; and he asked that he might die, saying, ""It is enough; now, O LORD, take away my life; for I am no better than my fathers.""",,sunday,1 Kgs 19:4-8,"GOSPEL (Jn 6:41-51) ELIJAH went a day's journey into the desert, until he came to a broom tree and sat beneath it. + A reading from the holy Gospel according to John:",sunday,from sunday
standard,Ordinary Time/20/Sunday/A,first_reading,"Isa 56:1, 6-7",raw_verse_conjunction:thus,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.",,,,,,no index match
standard,Ordinary Time/20/Thursday/II,gospel,Matt 22:1-14,conjunction_after_incipit:again,"And again Jesus spoke to them in parables, saying,",,,,,,no index match
standard,Ordinary Time/20/Saturday/I,first_reading,1 Thess 4:9-11,raw_verse_lowercase; verse_number_in_rendered,"But concerning love of the brethren you have no need to have any one write to you, for you yourselves have been taught by God to love one another;","the Lord Jesus Christ.,424,Now concerning love of the brothers and sisters",,,,,no index match
standard,Ordinary Time/20/Saturday/II,first_reading,2 Cor 9:6-10,raw_verse_lowercase; verse_number_in_rendered,"The point is this: he who sows sparingly will also reap sparingly, and he who sows bountifully will also reap bountifully.","the Lord Jesus Christ.,424,The one who sows sparingly will also reap sparingly",,,,,no index match
standard,Ordinary Time/21/Monday/I,first_reading,1 Thess 4:13-18,raw_verse_pronoun:we; verse_number_in_rendered,"But we would not have you ignorant, brethren, concerning those who are asleep, that you may not grieve as others do who have no hope.","We do not want you to be uninformed,",,,,,no index match
standard,Ordinary Time/21/Thursday/I,first_reading,1 Thessalonians 3:7-13,raw_verse_pronoun:we; verse_number_in_rendered,"for this reason, brethren, in all our distress and affliction we have been comforted about you through your faith;","We now live, if you continue to stand firm in the Lord.",weekday_b,1 Thessalonians 3.7-13,"For this reason, brothers and sisters,",weekday_b,from weekday_b
standard,Ordinary Time/21/Thursday/II,first_reading,1 Corinthians 1:1-9,raw_verse_pronoun:we,"Paul, called by the will of God to be an apostle of Christ Jesus, and our brother Sosthenes,","We now live, if you continue to stand firm in the Lord.",weekday_b,1 Corinthians 1.1-9,"From Paul, called to be an apostle of Christ Jesus",weekday_b,from weekday_b
standard,Ordinary Time/22/Thursday/I,first_reading,Colossians 1:9-14,raw_verse_conjunction:since; verse_number_in_rendered,"And so, from the day we heard of it, we have not ceased to pray for you, asking that you may be filled with the knowledge of his will in all spiritual wisdom and understanding,","Since the day we heard of your life in Christ,",weekday_b,Colossians 1.9-14,"Since the day we heard of your life in Christ,",weekday_b,from weekday_b
standard,Ordinary Time/22/Thursday/II,first_reading,1 Corinthians 3:18-23,raw_verse_conjunction:since; verse_number_in_rendered,"Let no one deceive himself. If any one among you thinks that he is wise in this age, let him become a fool that he may become wise.","Since the day we heard of your life in Christ,",weekday_b,1 Corinthians 3.18-23,"Brothers and sisters,",weekday_b,from weekday_b
standard,Ordinary Time/22/Friday/I,gospel,Luke 5:33-39,pronoun_after_incipit:they,"And they said to him, ""The disciples of John fast often and offer prayers, and so do the disciples of the Pharisees, but yours eat and drink.""",,weekday_b,Luke 5.33-39,"The scribes and the Pharisees said to Jesus,",weekday_b,from weekday_b
standard,Ordinary Time/22/Friday/II,gospel,Luke 5:33-39,pronoun_after_incipit:they,"And they said to him, ""The disciples of John fast often and offer prayers, and so do the disciples of the Pharisees, but yours eat and drink.""",,weekday_b,Luke 5.33-39,"The scribes and the Pharisees said to Jesus,",weekday_b,from weekday_b
standard,Ordinary Time/22/Saturday/II,gospel,Luke 6:1-5,raw_verse_lowercase,"On a sabbath,  while he was going through the grainfields, his disciples plucked and ate some heads of grain, rubbing them in their hands.",says the Lord; no one comes to the Father,weekday_b,Luke 6.1-5,"One sabbath while Jesus was going through the grainfields,",weekday_b,from weekday_b
standard,Ordinary Time/23/Sunday/A,gospel,Matt 22:1-14,conjunction_after_incipit:again,"And again Jesus spoke to them in parables, saying,",,,,,,no index match
standard,Ordinary Time/23/Tuesday/I,first_reading,Colossians 2:6-15,raw_verse_lowercase; verse_number_in_rendered,"As therefore you received Christ Jesus the Lord, so live in him,","to go and bear fruit that will last.,438,As you have received Christ Jesus the Lord",weekday_b,Colossians 2.6-15,"As you have received Christ Jesus the Lord,",weekday_b,from weekday_b
standard,Ordinary Time/23/Tuesday/II,first_reading,1 Corinthians 6:1-11,raw_verse_lowercase,"When one of you has a grievance against a brother, does he dare go to law before the unrighteous instead of the saints?","to go and bear fruit that will last.,438,As you have received Christ Jesus the Lord",weekday_b,1 Corinthians 6.1-11,"Brothers and sisters,",weekday_b,from weekday_b
standard,Ordinary Time/23/Thursday/I,first_reading,Colossians 3:12-17,raw_verse_lowercase; verse_number_in_rendered,"Put on then, as God's chosen ones, holy and beloved, compassion, kindness, lowliness, meekness, and patience,",holy and beloved,weekday_b,Colossians 3.12-17,"As God’s chosen ones, holy and beloved,",weekday_b,from weekday_b
standard,Ordinary Time/24/Sunday/A,first_reading,"Isa 45:1, 4-6",raw_verse_conjunction:thus,"Thus says the LORD to his anointed, to Cyrus, whose right hand I have grasped, to subdue nations before him and ungird the loins of kings, to open doors before him that gates may not be closed:",,,,,,no index match
standard,Ordinary Time/24/Sunday/B,first_reading,Isa 53:10-11,conjunction_after_incipit:yet,"Yet it was the will of the LORD to bruise him; he has put him to grief;  when he makes himself an offering for sin, he shall see his offspring, he shall prolong his days; the will of the LORD shall prosper in his hand;",,,,,,no index match
standard,Ordinary Time/24/Monday/I,first_reading,Ezra 1:1-6,raw_verse_lowercase,"In the first year of Cyrus King of Persia, that the word of the LORD by the mouth of Jeremiah might be accomplished, the LORD stirred up the spirit of Cyrus king of Persia so that he made a proclamation throughout all his kingdom and also put it in writing:",seeing your good works,weekday_b,Ezra 1.1-6,"In the first year of King Cyrus of Persia,",weekday_b,from weekday_b
standard,Ordinary Time/24/Monday/I,gospel,Luke 8:16-18,raw_verse_pronoun:they; raw_verse_lowercase; verse_number_in_rendered,"""No one after lighting a lamp covers it with a vessel, or puts it under a bed, but puts it on a stand, that those who enter may see the light.","they may give the praise to your Father in heaven.,449,In the first year of King Cyrus of Persia",weekday_b,Luke 8.16-18,Jesus said to the people:,weekday_b,from weekday_b
standard,Ordinary Time/24/Monday/II,first_reading,1 Cor 2:1-5,raw_verse_lowercase,"When I came to you, brethren, I did not come proclaiming to you the testimony  of God in lofty words or wisdom.",seeing your good works,,,,,no index match
standard,Ordinary Time/24/Monday/II,gospel,Luke 4:16-30,raw_verse_pronoun:they; raw_verse_lowercase; verse_number_in_rendered,"And he came to Nazareth, where he had been brought up; and he went to the synagogue, as his custom was, on the sabbath day. And he stood up to read;","they may give the praise to your Father in heaven.,449,When I came to you",weekday_b,Luke 4.16-30,"When Jesus came to Nazareth, where he had been brought up,",weekday_b,from weekday_b
standard,Ordinary Time/24/Wednesday/I,first_reading,1 Timothy 3:14-16,raw_verse_lowercase; verse_number_in_rendered,"I hope to come to you soon, but I am writing these instructions to you so that,",are spirit and life,weekday_b,1 Timothy 3.14-16,"Beloved,",weekday_b,from weekday_b
standard,Ordinary Time/24/Wednesday/I,gospel,Luke 7:31-35,raw_verse_lowercase; verse_number_in_rendered,"""To what then shall I compare the men of this generation, and what are they like?","you have the words of everlasting life.,445,Beloved",weekday_b,Luke 7.31-35,Jesus spoke these words to the crowds:,weekday_b,from weekday_b
standard,Ordinary Time/24/Wednesday/II,gospel,Luke 7:31-35,raw_verse_lowercase; verse_number_in_rendered,"""To what then shall I compare the men of this generation, and what are they like?","you have the words of everlasting life.,445,Strive for the greater gifts.,At that time: “To what then will I compare the people of this generation",weekday_b,Luke 7.31-35,Jesus spoke these words to the crowds:,weekday_b,from weekday_b
standard,Ordinary Time/25/Sunday/B,first_reading,Jer 31:7-9,raw_verse_conjunction:for; verse_number_in_rendered,"For thus says the LORD: ""Sing aloud with gladness for Jacob, and raise shouts for the chief of the nations; proclaim, give praise, and  say, 'The LORD has saved his people, the remnant of Israel.'",,sunday,Jer 31:7-9,just as he says in another place:,sunday,from sunday
standard,Ordinary Time/25/Monday/II,first_reading,1 Cor 5:1-8,raw_verse_pronoun:it,"It is actually reported that there is immorality among you, and of a kind that is not found even among pagans; for a man is living with his father's wife.","It is actually reported that there is sexual immorality among you,",,,,,no index match
