normalized_ref,source_file,reading_type,raw_ref,candidate_line,method,confidence,page
john 10:22-30,weekday_a,gospel,John 10.22-30,At that time the festival of the Dedication took place in Jerusalem.,weekday_direct,100,551
john 10:27-30,sunday,gospel,Jn 10:27-30,JESUS said:,sunday_column_right,100,100
john 10:31-42,weekday_a,gospel,John 10.31-42,The Jews took up stones to stone him.,weekday_direct,100,486
"john 11:1-45 or 11:3-7, 17, 20-27, 33b-45",sunday,gospel,"Jn 11:1-45 or 11:3-7, 17, 20-27, 33b-45",[ Shorter form in brackets. ],sunday_column_right,100,61
"john 11:1-45 or 11:3-7, 17, 20-27, 33b-45",sunday,gospel,"Jn 11:1-45 or 11:3-7, 17, 20-27, 33b-45","THE sisters sent word to him [Jesus ] saying,",sunday_column_right,100,63
"john 11:25a, 26",sunday,gospel,"John 11:25a, 26",[ Shorter form in brackets. ],sunday_column_right,100,61
john 11:45-57,weekday_a,gospel,John 11.45-57,Many of the Jews who had come with Mary,weekday_direct,100,488
john 12:1-11,weekday_a,gospel,John 12.1-11,"Six days before the Passover Jesus came to Bethany,",weekday_direct,100,491
john 12:20-33,sunday,gospel,Jn 12:20-33,SOME Greeks who had come to worship at the Passover Feast,sunday_column_right,100,64
john 12:23-26,weekday_b,gospel,John 12.23-26,Jesus said to his disciples:,weekday_direct,100,945
john 12:24-26,weekday_a,gospel,John 12.24-26,"Jesus said to his disciples: ""Very truly, I tell you,",weekday_direct,100,646
john 12:24-26,weekday_b,gospel,John 12.24-26,"Jesus said to his disciples: ""Very truly, I tell you,",weekday_direct,100,894
john 12:44-50,weekday_a,gospel,John 12.44-50,"Although Jesus had performed so many signs in the presence of the people, they did not believe in him. Then Jesus cried aloud:",weekday_direct,100,553
john 12:49-53,sunday,gospel,Jn 12:49-53,"I have come to set the earth on fire,",sunday_column_right,100,188
john 13:1-15,sunday,gospel,Jn 13:1-15,"BEFORE the feast of Passover, Jesus knew that his hour had come",sunday_column_right,100,78
john 13:16-20,weekday_a,gospel,John 13.16-20,"After Jesus had washed the feet of the disciples, he returned to the table and said to them, ""Very truly, I tell you,",weekday_direct,100,556
"john 13:21-33, 36-38",weekday_a,gospel,"John 13.21-33, 36-38","Before the festival of the Passover, Jesus knew that his hour had come to depart from this world and go to the Father. During the supper with his disciples, Jesus was troubled in spirit, and declared,",weekday_direct,100,494
"john 13:31-33a, 34-35",sunday,gospel,"Jn 13:31-33a, 34-35","WHEN Judas had left them, Jesus said,",sunday_column_right,100,103
john 13:34,sunday,gospel,John 13:34,"BEFORE the feast of Passover, Jesus knew that his hour had come",sunday_column_right,100,78
john 14:1-12,sunday,gospel,Jn 14:1-12,Do not let your hearts be troubled.,sunday_column_right,100,101
john 14:1-6,weekday_a,gospel,John 14.1-6,"Jesus knew that his hour had come to depart from this world and go to the Father. During the supper he said to his disciples: ""Do not let your hearts be troubled.",weekday_direct,100,558
john 14:15-21,sunday,gospel,Jn 14:15-21,"If you love me, you will keep my commandments.",sunday_column_right,100,104
john 14:21-26,weekday_a,gospel,John 14.21-26,"Before the festival of the Passover, Jesus knew that his hour had come to depart from this world and go to the Father. During the supper, Jesus said to the disciples: ""They who have my commandments and keep them",weekday_direct,100,563
john 14:23-29,sunday,gospel,Jn 14:23-29,"Whoever loves me will keep my word,",sunday_column_right,100,106
john 14:27-31a,weekday_a,gospel,John 14.27-31a,"When the hour had come to depart from this world and go to the Father, Jesus said to the disciples: ""Peace I leave with you; my peace I give to you.",weekday_direct,100,565
john 14:6-14,weekday_a,gospel,John 14.6-14,"Jesus said to the disciples,",weekday_direct,100,676
john 14:7-14,weekday_a,gospel,John 14.7-14,"Jesus knew that his hour had come to depart from this world and go to the Father. During the supper he said to his disciples: ""If you know me, you will know my Father also.",weekday_direct,100,560
john 15:1-8,weekday_a,gospel,John 15.1-8,"When the hour had come to depart from this world and go to the Father, Jesus said to the disciples: ""I am the true vine, and my Father is the vinegrower.",weekday_direct,100,567
john 15:1-8,sunday,gospel,Jn 15:1-8,"I am the true vine, and my Father is the vine grower.",sunday_column_right,100,102
john 15:12-17,weekday_a,gospel,John 15.12-17,"Before the hour had come to depart from this world and go to the Father, Jesus said to the disciples, ""This is my commandment,",weekday_direct,100,572
john 15:18-21,weekday_a,gospel,John 15.18-21,"Before the hour had come to depart from this world and go to the Father, Jesus said to the disciples, ""If the world hates you,",weekday_direct,100,574
john 15:18-21,weekday_a,gospel,John 15.18-21,"Jesus said to his disciples: ""If the world hates you,",weekday_direct,100,650
john 15:26 - 16.4a,weekday_a,gospel,John 15.26 - 16.4a,"When Jesus knew that his hour had come to depart from this world and go to the Father, he said to the disciples: ""When the Advocate comes, whom I will send to you from the Father,",weekday_direct,100,576
john 15:9-11,weekday_a,gospel,John 15.9-11,"Before the festival of the Passover, Jesus knew that his hour had come to depart from this world and go to the Father. During the supper, Jesus said to the disciples: ""As the Father has loved me, so I have loved you;",weekday_direct,100,570
john 15:9-17,weekday_a,gospel,John 15.9-17,"Jesus said to his disciples: ""As the Father has loved me, so I have loved you;",weekday_direct,100,628
john 15:9-17,weekday_a,gospel,John 15.9-17,"Jesus said to his disciples: ""As the Father has loved me, so I have loved you;",weekday_direct,100,682
john 15:9-17,weekday_b,gospel,John 15.9-17,"Jesus said to his disciples: ""As the Father has loved me, so I have loved you;",weekday_direct,100,841
john 15:9-17,sunday,gospel,Jn 15:9-17,"As the Father loves me, so I also love you.",sunday_column_right,100,105
john 16:12-15,weekday_a,gospel,John 16.12-15,"When Jesus knew that his hour had come to depart from this world and go to the Father, he said to the disciples: ""I still have many things to say to you,",weekday_direct,100,581
john 16:12-15,sunday,gospel,Jn 16:12-15,"I have much more to tell you, but you cannot bear it now.",sunday_column_right,100,238
john 16:16-20,weekday_a,gospel,John 16.16-20,"When Jesus knew that his hour had come to depart from this world and go to the Father, he said to the disciples: ""A little while, and you will no longer see me,",weekday_direct,100,583
john 16:20-23a,weekday_a,gospel,John 16.20-23a,"When Jesus knew that his hour had come to depart from this world and go to the Father, he said to the disciples: ""Very truly, I tell you, you will weep and mourn,",weekday_direct,100,585
john 16:23b-28,weekday_a,gospel,John 16.23b-28,"When Jesus knew that his hour had come to depart from this world and go to the Father, he said to the disciples: ""Very truly, I tell you,",weekday_direct,100,587
john 16:29-33,weekday_a,gospel,John 16.29-33,"Jesus said to the disciples, ""I am leaving the world and am going to the Father."" His disciples said,",weekday_direct,100,589
john 16:5-11,weekday_a,gospel,John 16.5-11,"When Jesus knew that his hour had come to depart from this world and go to the Father, he said to the disciples: ""Now I am going to him who sent me;",weekday_direct,100,578
john 17:1-11a,weekday_a,gospel,John 17.1-11a,"Jesus looked up to heaven and said,",weekday_direct,100,591
john 17:1-11a,sunday,gospel,Jn 17:1-11a,"JESUS raised his eyes to heaven and said,",sunday_column_right,100,110
john 17:11b-19,weekday_a,gospel,John 17.11b-19,"When the hour had come for him to pass from this world to the Father, Jesus looked up to heaven and said, ""Now I am no longer in the world,",weekday_direct,100,594
john 17:11b-19,sunday,gospel,Jn 17:11b-19,"LIFTING up his eyes to heaven, Jesus prayed saying:",sunday_column_right,100,111
john 17:20-26,weekday_a,gospel,John 17.20-26,"When the hour had come for him to pass from this world to the Father, Jesus looked up to heaven and said, ""I ask not only on behalf of these,",weekday_direct,100,597
john 17:20-26,sunday,gospel,Jn 17:20-26,"LIFTING up his eyes to heaven, Jesus prayed saying:",sunday_column_right,100,112
john 18:33b-37,sunday,gospel,Jn 18:33b-37,"PILATE said to Jesus,",sunday_column_right,100,230
john 19:31-37,sunday,gospel,Jn 19:31-37,"SINCE it was preparation day,",sunday_column_right,100,246
john 1:1-18,weekday_a,gospel,John 1.1-18,"In the beginning was the Word,",weekday_direct,100,79
"john 1:1-18 or 1:1-5, 9-14",sunday,gospel,"Jn 1:1-18 or 1:1-5, 9-14",[ Shorter form in brackets. ],sunday_column_right,100,33
"john 1:1-18 or 1:1-5, 9-14",sunday,gospel,"Jn 1:1-18 or 1:1-5, 9-14","[ IN the beginning was the Word,",sunday_column_right,100,40
john 1:14ab,sunday,gospel,John 1:14ab,THE angel Gabriel was sent from God,sunday_column_right,100,235
john 1:19-28,weekday_a,gospel,John 1.19-28,This is the testimony given by John,weekday_direct,100,82
john 1:29-34,weekday_a,gospel,John 1.29-34,John the Baptist had given testimony to the priests and Levites,weekday_direct,100,84
john 1:29-34,sunday,gospel,Jn 1:29-34,"JOHN the Baptist saw Jesus coming toward him and said,",sunday_column_right,100,132
john 1:35-42,weekday_a,gospel,John 1.35-42,"John was standing with two of his disciples,",weekday_direct,100,86
john 1:35-42,sunday,gospel,Jn 1:35-42,"JOHN was standing with two of his disciples,",sunday_column_right,100,133
john 1:43-51,weekday_a,gospel,John 1.43-51,"After choosing Andrew and Peter to be his first disciples, Jesus decided to go to Galilee.",weekday_direct,100,88
john 1:45-51,weekday_b,gospel,John 1.45-51,"After Jesus had called Philip to be a disciple, Philip found Nathanael and said to him,",weekday_direct,100,903
john 1:47-51,weekday_b,gospel,John 1.47-51,"When Jesus saw Nathanael coming toward him, he said of him,",weekday_direct,100,923
"john 1:6-8, 19-28",sunday,gospel,"Jn 1:6-8, 19-28",A MAN named John was sent from God.,sunday_column_right,100,22
"john 20:1, 11-18",weekday_b,gospel,"John 20.1, 11-18","Early on the first day of the week,",weekday_direct,100,880
john 20:1-9,sunday,gospel,Jn 20:1-9,"ON the first day of the week,",sunday_column_right,100,91
john 20:11-18,weekday_a,gospel,John 20.11-18,Mary Magdalene stood weeping outside the tomb.,weekday_direct,100,504
john 20:19-23,sunday,gospel,Jn 20:19-23,"ON the evening of that first day of the week,",sunday_column_right,100,119
john 20:19-31,sunday,gospel,Jn 20:19-31,"ON the evening of that first day of the week,",sunday_column_right,100,92
john 20:19-31,sunday,gospel,Jn 20:19-31,"ON the evening of that first day of the week,",sunday_column_right,100,93
john 20:19-31,sunday,gospel,Jn 20:19-31,"ON the evening of that first day of the week,",sunday_column_right,100,94
john 20:2-8,weekday_a,gospel,John 20.2-8,"On the first day of the week,",weekday_direct,100,71
john 20:2-8,weekday_a,gospel,John 20.2-8,"On the first day of the week,",weekday_direct,100,619
john 20:24-29,weekday_b,gospel,John 20.24-29,"Thomas, called the Twin, who was one of the twelve,",weekday_direct,100,876
john 21:1-14,weekday_a,gospel,John 21.1-14,Jesus showed himself again to the disciples,weekday_direct,100,513
john 21:1-19 or 21:1-14,sunday,gospel,Jn 21:1-19 or 21:1-14,[ Shorter form in brackets. ],sunday_column_right,100,97
john 21:15-19,weekday_a,gospel,John 21.15-19,"Jesus showed himself to the disciples by the Sea of Tiberius, and when they had finished breakfast, Jesus said to Simon Peter,",weekday_direct,100,599
john 21:15-19,weekday_b,gospel,John 21.15-19,"For the third time after he was raised from the dead, Jesus appeared to the disciples. Just after daybreak, he stood on the beach and said to them, ""Come and eat."" When they had finished breakfast,",weekday_direct,100,869
john 21:15-19,sunday,gospel,Jn 21:15-19,JESUS had revealed himself to his disciples,sunday_column_right,100,250
john 21:20-25,weekday_a,gospel,John 21.20-25,"After he was raised from the dead, Jesus appeared to the disciples by the Sea of Tiberius and indicated the kind of death by which Peter would glorify God. Peter turned and saw the disciple whom Jesus loved following them;",weekday_direct,100,602
john 2:1-11,weekday_a,gospel,John 2.1-11,"There was a wedding in Cana of Galilee,",weekday_direct,100,645
john 2:1-11,weekday_a,gospel,John 2.1-11,"There was a wedding in Cana of Galilee,",weekday_direct,100,667
john 2:1-11,sunday,gospel,Jn 2:1-11,"THERE was a wedding at Cana in Galilee,",sunday_column_right,100,134
john 2:1-12,weekday_a,gospel,John 2.1-12,"There was a wedding in Cana of Galilee,",weekday_direct,100,93
john 2:13-22,weekday_b,gospel,John 2.13-22,"The Passover of the Jews was near,",weekday_direct,100,948
john 2:13-22,sunday,gospel,Jn 2:13-22,"SINCE the Passover of the Jews was near,",sunday_column_right,100,267
john 2:13-25,sunday,gospel,Jn 2:13-25,"SINCE the Passover of the Jews was near,",sunday_column_right,100,54
john 3:1-3,sunday,second_reading,Jn 3:1-3,BELOVED: See what love the Father has bestowed on us,sunday_column_right,100,258
john 3:1-8,weekday_a,gospel,John 3.1-8,"Now there was a Pharisee named Nicodemus, a leader of the Jews.",weekday_direct,100,518
john 3:13-17,weekday_b,gospel,John 3.13-17,"Jesus said to Nicodemus: ""No one has ascended into heaven",weekday_direct,100,913
john 3:13-17,sunday,gospel,Jn 3:13-17,JESUS said to Nicodemus:,sunday_column_right,100,257
john 3:14-21,sunday,gospel,Jn 3:14-21,JESUS said to Nicodemus:,sunday_column_right,100,59
john 3:16,sunday,gospel,John 3:16,"SINCE the Passover of the Jews was near,",sunday_column_right,100,54
john 3:16,sunday,gospel,John 3:16,JESUS said to Nicodemus:,sunday_column_right,100,59
john 3:16-18,sunday,gospel,Jn 3:16-18,"GOD so loved the world that he gave his only Son,",sunday_column_right,100,236
john 3:16-21,weekday_a,gospel,John 3.16-21,"Jesus said to Nicodemus: ""God so loved the world that he gave his only Son,",weekday_direct,100,523
john 3:22-30,weekday_a,gospel,John 3.22-30,"Jesus and his disciples went into the Judean countryside,",weekday_direct,100,107
john 3:31-36,weekday_a,gospel,John 3.31-36,"Jesus said to Nicodemus: ""The one who comes from above is above all;",weekday_direct,100,525
john 3:7b-15,weekday_a,gospel,John 3.7b-15,"Jesus said to Nicodemus: ""Do not be astonished that I said to you,",weekday_direct,100,520
john 4:11-16,sunday,second_reading,Jn 4:11-16,"BELOVED, if God so loved us,",sunday_column_left,100,111
john 4:43-54,weekday_a,gospel,John 4.43-54,"After spending two days in Samaria, Jesus went from that place to Galilee",weekday_direct,100,446
"john 4:5-42 or 4:5-15, 19b-26, 39a, 40-42",sunday,gospel,"Jn 4:5-42 or 4:5-15, 19b-26, 39a, 40-42",[ Shorter form in brackets. ],sunday_column_right,100,51
john 5:1-16,weekday_a,gospel,John 5.1-16,"There was a festival of the Jews, and Jesus went up to Jerusalem.",weekday_direct,100,449
"john 5:16-17, 33-36",weekday_a,gospel,"John 5.16-17, 33-36","Jesus went up to Jerusalem for the festival, and healed a man who was paralyzed on the Sabbath. Therefore the Jewish leaders started persecuting Jesus,",weekday_direct,100,44
john 5:16-30,weekday_a,gospel,John 5.16-30,"Jesus healed a man who was paralyzed on the Sabbath. Therefore the Jewish leaders started persecuting Jesus,",weekday_direct,100,451
"john 5:18, 31-47",weekday_a,gospel,"John 5.18, 31-47","The Jewish leaders were seeking to kill Jesus,",weekday_direct,100,454
john 6:1-15,weekday_a,gospel,John 6.1-15,"Jesus went to the other side of the Sea of Galilee,",weekday_direct,100,527
john 6:1-15,sunday,gospel,Jn 6:1-15,JESUS went across the Sea of Galilee.,sunday_column_right,100,178
john 6:16-21,weekday_a,gospel,John 6.16-21,"After feeding the crowd, Jesus withdrew to the mountain by himself. When evening came, his disciples went down to the sea,",weekday_direct,100,529
john 6:22-29,weekday_a,gospel,John 6.22-29,"After Jesus had fed the crowd from the five loaves, he crossed the lake by walking on the sea. The next day",weekday_direct,100,531
john 6:24-35,sunday,gospel,Jn 6:24-35,"WHEN the crowd saw that neither Jesus nor his disciples were there,",sunday_column_right,100,181
john 6:30-35,weekday_a,gospel,John 6.30-35,"After Jesus had fed the crowd from the five loaves, the people said to Jesus,",weekday_direct,100,534
john 6:35-40,weekday_a,gospel,John 6.35-40,"After Jesus had fed the crowd with the five loaves, he said to the people,",weekday_direct,100,536
john 6:41-51,sunday,gospel,Jn 6:41-51,"THE Jews murmured about Jesus because he said,",sunday_column_right,100,184
john 6:44-51,weekday_a,gospel,John 6.44-51,"Those who had been fed by the five loaves followed Jesus to the other side of the lake and asked him for a sign that they should believe in him. Jesus said to them, ""No one can come to me unless drawn by the Father who sent me;",weekday_direct,100,539
