Season,Week,Day,Weekday Cycle,Sunday Cycle,Full Reference,Refrain Text,Acclamation Ref,Acclamation Text,Lectionary Number
Ordinary Time,6,Thursday,I,,"Psalm 34.1-2, 3-4, 5-6 (R.6)",The Lord hears the cry of the poor.,"John 6.63b, 68b","Your words, Lord, are spirit and life; you have the words of everlasting life.",338
Ordinary Time,6,Friday,I,,"Psalm 112.1-2, 3-4, 5-6 (R.1b)",Happy are those who do what the Lord commands.,John 15.15b,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me..",339
Ordinary Time,6,Saturday,I,,"Psalm 12.1-2, 3-4, 6-7 (R.8a)","You will protect us, Lord.",see Mark 9.6,"The heavens were opened and the Father’s voice was heard: This is my beloved Son, hear him.",340
Ordinary Time,7,Monday,I,,"Psalm 19.7, 8, 9, 14 (R.8a)",The precepts of the Lord give joy to the heart.,2 Timothy 1.10b,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,341
Ordinary Time,7,Tuesday,I,,"Psalm 55.6-7, 8-9a, 9b-10, 22 (R.22a)","Throw your cares on the Lord, and the Lord will support you.",Galatians 6.14,"My only glory is the cross of our Lord Jesus Christ, which crucifies the world to me and me to the world.",342
Ordinary Time,7,Wednesday,I,,"Psalm 49.1-2, 5-6, 7-9, 10+13 (R. Mt 5.3)",Blessed are the poor in spirit; the kingdom of heaven is theirs.,John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me.",343
Ordinary Time,7,Thursday,I,,"Psalm 49.13-14ab, 14cd-15, 16-17, 18-19 (R. Mt 5.3)","Blessed are the poor in spirit, the kingdom of heaven is theirs!",1 Thessalonians 2.13,"Receive this message not as human words, but as truly the word of God. THURSDAY 337",344
Ordinary Time,7,Friday,I,,"Psalm 103.1-2, 3-4, 8-9, 11-12 (R.8a)",The Lord is kind and merciful.,John 17.17,"Your word, O Lord, is truth; make us holy in the truth.",345
Ordinary Time,7,Saturday,I,,"Psalm 141.1-2, 3+8 (R.2a)",Let my prayer come like incense before you.,see Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",346
Ordinary Time,8,Monday,I,,"Psalm 111.1-2, 5-6, 9+10c (R.5b)",The Lord will remember his covenant for ever.,2 Corinthians 8.9,"Jesus Christ was rich but he became poor, to make you rich out of his poverty.",347
Ordinary Time,8,Tuesday,I,,"Psalm 98.1, 2-3ab, 3c-4 (R.2a)",The Lord has made known his salvation.,see Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom. 346 EIGHTH WEEK IN ORDINARY TIME – YEAR II",348
Ordinary Time,8,Wednesday,I,,"Psalm 147.12-13, 14-15, 19-20 (R.12a)","Praise the Lord, Jerusalem.",Mark 10.45,"The Son of Man came to serve, and to give his life as a ransom for all. 348 EIGHTH WEEK IN ORDINARY TIME – YEAR II",349
Ordinary Time,8,Thursday,I,,"Psalm 100.1-2, 3, 4, 5 (R.2b)",Come with joy into the presence of the Lord.,John 8.12,"I am the light of the world, says the Lord; whoever follows me will have the light of life.",350
Ordinary Time,8,Friday,I,,"Psalm 96.10, 11-12, 13 (R.13b)",The Lord comes to judge the earth.,John 15.16,"I have chosen you from the world, says the Lord, to go and bear fruit that will last.",351
Ordinary Time,8,Saturday,I,,"Psalm 63.1, 2-3, 4-5 (R.1)","My soul is thirsting for you, O Lord my God.","Colossians 3.16a, 17c","Give thanks to God our Father through Jesus Christ our Lord, and may the fullness of his message live within you.",352
Ordinary Time,9,Monday,I,,"Psalm 91.1-2, 14-15ab, 15c-16 (R. see 2b)","In you, my God, I place my trust.",Revelation 1.5ab,"Jesus Christ, you are the faithful witness, firstborn from the dead; you have loved us and washed away our sins in your blood.",353
Ordinary Time,9,Tuesday,I,,"Psalm 90.2, 3-4, 10, 14+16 (R.1)","In every age, O Lord, you have been our refuge.",see Ephesians 1.17-18,"May the Father of our Lord Jesus Christ enlighten the eyes of our heart, that we might see how great is the hope to which we are called.",354
Ordinary Time,9,Wednesday,I,,"Psalm 123.1-2a, 2bcd (R.1)","To you, O Lord, I lift up my eyes.","John 11.25, 26","I am the resurrection and the life, says the Lord; whoever believes in me will not die for ever.",355
Ordinary Time,9,Thursday,I,,"Psalm 25.4bc-5ab, 8-9, 10+14 (R.4)","Teach me your ways, O Lord.",See 2 Timothy 1.10,Our Saviour Jesus Christ has done away with death and brought us life through the gospel. 364 NINTH WEEK IN ORDINARY TIME – YEAR II,356
Ordinary Time,9,Friday,I,,"Psalm 119.157+160, 161+165, 166+168 (R.165a)","Lord, great is the peace for those who love your law.++",John 14.23,"All who love me will keep my words, and my Father will love them, and we will come to them. 366 NINTH WEEK IN ORDINARY TIME – YEAR II",357
Ordinary Time,9,Saturday,I,,"Psalm 71.8-9, 14-15ab, 16-17, 22 (R. see 15)",I will sing of your salvation.,Matthew 5.3,Blessed are the poor in spirit; the kingdom of heaven is theirs! 368 NINTH WEEK IN ORDINARY TIME – YEAR II,358
Lent,1,Saturday,I/II,,"Psalm 51.1-2, 3-4a, 10-11, 12+15 (R.1a+4a)","Be merciful, O Lord, for we have sinned.",Psalm 95.7-8,"If the acclamation is not sung, it is omitted. If today you hear God’s voice, harden not your hearts.",358
Lent,1,Saturday,I/II,,"Psalm 1. 1-2, 3, 4-6 (R.40.5a)",Happy are they who hope in the Lord.,Matthew 4.17,"If the acclamation is not sung, it is omitted. Repent, says the Lord; the kingdom of heaven is at hand.",358
Lent,1,Saturday,I/II,,"Psalm 51.1-2, 3-4a, 16-17 (R.17b)","A broken, humbled heart, O God, you will not scorn.",Amos 5.14,"If the acclamation is not sung, it is omitted. Seek good and not evil so that you may live, and the Lord will be with you. 380 WEEKDAYS BEFORE FIRST WEEK OF LENT",358
Lent,1,Saturday,I/II,,"Psalm 86.1-2ab, 2c-4, 5-6 (R.11a)","Teach me your way, O Lord.++",Ezekiel 33.11,"If the acclamation is not sung, it is omitted. I do not wish the sinner to die, says the Lord, but to turn to me and live. 382 WEEKDAYS BEFORE FIRST WEEK OF LENT",358
Lent,1,Monday,I/II,,"Psalm 19.7, 8, 9, 14 (R. Jn 6.63b)","Your words, Lord, are spirit and life.",2 Corinthians 6.2b,"If the acclamation is not sung, it is omitted. This is the favourable time, this is the day of salvation.",224
Lent,1,Tuesday,I/II,,"Psalm 34.3-4, 5-6, 15-16, 17-18 (R.17b)",From all their afflictions God will deliver the just.,Matthew 4.4b,"If the acclamation is not sung, it is omitted. No one lives on bread alone, but on every word that comes from the mouth of God.",225
Lent,1,Wednesday,I/II,,"Psalm 51.1-2, 10-11, 16-17 (R.17b)","A broken, humbled heart, O God, you will not scorn.",Joel 2; 12-13,"If the acclamation is not sung, it is omitted. With all your heart turn to me, for I am tender and compassionate.",226
Lent,1,Thursday,I/II,,"Psalm 138.1-2a, 2bc-3, 7c-8 (R.3a)","Lord, on the day I called for help, you answered me.","Psalm 51.10a, 12a","If the acclamation is not sung, it is omitted. Create a clean heart in me, O God; give back to me the joy of your salvation.",227
Lent,1,Friday,I/II,,"Psalm 130.1-2, 3-4, 5-6 (R.3)","If you, O Lord, laid bare our guilt, who could endure it?",Ezekiel 18.31,"If the acclamation is not sung, it is omitted. Rid yourselves of all your sins and make a new heart and a new spirit.",228
Lent,1,Saturday,I/II,,"Psalm 119.1-2, 4-5, 7-8 (R. see 1)",Happy are they who follow the law of the Lord!,2 Corinthians 6.2b,"If the acclamation is not sung, it is omitted. This is the favourable time, this is the day of salvation.",229
Lent,2,Monday,I/II,,"Psalm 79.8, 9, 11+13 (R.102.10a)","Lord, do not deal with us as our sins deserve.","John 6.63b,68b","If the acclamation is not sung, it is omitted. Your words, Lord, are spirit and life; you have the words of everlasting life.",230
Lent,2,Tuesday,I/II,,"Psalm 50.8-9, 16bc-17, 21, 23 (R.23b)",To the upright I will show the saving power of God.,Ezekiel 18.31,"If the acclamation is not sung, it is omitted. Rid yourselves of all your sins and make a new heart and a new spirit.",231
Lent,2,Wednesday,I/II,,"Psalm 31.4-5, 13, 14-15 (R.16b)","Save me, O Lord, in your steadfast love.",John 8.12b,"If the acclamation is not sung, it is omitted. I am the light of the world, says the Lord; whoever follows me will have the light of life.",233
Lent,2,Thursday,I/II,,"Psalm 1.1-2, 3, 4+6 (R.40.5a)",Happy are they who hope in the Lord.,See Luke 8.15,"If the acclamation is not sung, it is omitted. Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance. 406 SECOND WEEK OF LENT",233
Lent,2,Friday,I/II,,"Psalm 105.16-17, 18-19, 20-21 (R.5a)",Remember the marvels the Lord has done.,John 3.16,"If the acclamation is not sung, it is omitted. God loved the world so much, he gave us his only Son, that all who believe in him might have eternal life.",234
Lent,2,Saturday,I/II,,"Psalm 103.1-2, 3-4, 9-10, 11-12 (R.8a)",The Lord is kind and merciful.,Luke 15.18,"If the acclamation is not sung, it is omitted. I will rise and go to my father and tell him: Father, I have sinned against heaven and against you.",235
Lent,3,Saturday,I/II,,"Psalm 95.1-2, 6-7ab, 7c-9 (R.7c+8a)","If today you hear God’s voice, harden not your hearts.","John 4.42, 15","If the acclamation is not sung, it is omitted. Lord, you are truly the Saviour of the world; give me living water, that I may never thirst again.",235
Lent,3,Monday,I/II,,"Psalm 42.1-2, 3; 43.3, 4, (R. see 42.2)",My soul is thirsting for the living God; when shall I see him face to face.,"Psalm 129.5, 7","If the acclamation is not sung, it is omitted. I hope in the Lord, I trust in his word; with him there is mercy and fullness of redemption.",237
Lent,3,Tuesday,I/II,,"Psalm 25.4-5a, 6-7, 8-9 (R.6a)","Remember your mercies, O Lord.",Joel 2.12-13,"If the acclamation is not sung, it is omitted. With all your heart turn to me, for I am tender and compassionate.",238
Lent,3,Wednesday,I/II,,"Psalm 147.12-13, 15-16, 19-20 (R.12a)","Praise the Lord, Jerusalem.","Jn 6.63b, 68b","If the acclamation is not sung, it is omitted. Your words, Lord, are spirit and life; you have the words of everlasting life.",239
Lent,3,Thursday,I/II,,"Psalm 95.1-2, 6-7ab, 7c-9 (R.7c+8a)","If today you hear God’s voice, harden not your hearts.",Joel 2.12-13,"If the acclamation is not sung, it is omitted. With all your heart turn to me, for I am tender and compassionate.",240
Lent,3,Friday,I/II,,"Psalm 81.5c-7a, 7bc-8, 9-10ab, 13+16 (R. see 10+8a)","I am the Lord, your God: hear my voice.",Matthew 4.17,"If the acclamation is not sung, it is omitted. Repent, says the Lord; the kingdom of heaven is at hand.",241
Lent,3,Saturday,I/II,,"Psalm 51.1-2, 16-17, 18-19ab (R. Hos 6.6)","It is steadfast love, not sacrifice, that God desires.",Psalm 95.8ab,"If the acclamation is not sung, it is omitted. If today you hear God’s voice, harden not your hearts.",242
Lent,4,Saturday,I/II,,"Psalm 27.1, 7-8, 9, 13-14 (R.1a)",The Lord is my light and my salvation.,John 8.12b,"If the acclamation is not sung, it is omitted. I am the light of the world, says the Lord; whoever follows me will have the light of life.",242
Lent,4,Monday,I/II,,"Psalm 30.1+3, 4-5, 10+11a+12b (R.1a)","I will praise you, Lord, for you have rescued me.",Amos 5.14,"If the acclamation is not sung, it is omitted. Seek good and not evil so that you may live, and the Lord will be with you.",244
Lent,4,Tuesday,I/II,,"Psalm 46.1-2, 4-5, 7-8 (R.7)",The mighty Lord is our refuge.++,"Psalm 51.10a, 12a","If the acclamation is not sung, it is omitted. Create a clean heart in me, O God; give back to me the joy of your salvation.",245
Lent,4,Wednesday,I/II,,"Psalm 145.8-9, 13cd-14, 17-18 (R.8a)",The Lord is kind and merciful.,"John 11.25a, 26","If the acclamation is not sung, it is omitted. I am the resurrection and the life, says the Lord; whoever believes in me will not die for ever.",246
Lent,4,Thursday,I/II,,"Psalm 106.19-20, 21-22, 23 (R.4a)","Lord, remember us, for the love you bear your people.",Jn 3.16,"If the acclamation is not sung, it is omitted. God loved the world so much, he gave us his only Son, that all who believe in him might have eternal life.",247
Lent,4,Friday,I/II,,"Psalm 34.16-17, 18-19, 20+22 (R.18a)",The Lord is near to broken hearts.,Matthew 4.4b,"If the acclamation is not sung, it is omitted. No one lives on bread alone, but on every word that comes from the mouth of God.",248
Lent,4,Saturday,I/II,,"Psalm 7.1-2, 8bc-9, 10-11 (R.1a)","Lord, my God, I take shelter in you.",See Luke 8.15,"If the acclamation is not sung, it is omitted. Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.",249
Lent,5,Saturday,I/II,,"Psalm 17.1, 6-7, 8b+15 (R.15b)","Lord, when your glory appears, my joy will be full.","John 11.25a, 26","If the acclamation is not sung, it is omitted. I am the resurrection and the life, says the Lord: whoever believes in me will not die for ever.",249
Lent,5,Monday,I/II,,"Psalm 23.1-3a, 3b-4, 5, 6 (R.4ab)","Though I walk in the valley of darkness,",Ezekiel 33:11,"If the acclamation is not sung, it is omitted. I do not wish the sinner to die, says the Lord, but to turn to me and live.",251
Lent,5,Tuesday,I/II,,"Psalm 102.1-2, 15-17, 18-20 (R.1)","O Lord, hear my prayer, and let my cry come to you.",,"If the acclamation is not sung, it is omitted. The seed is the word of God, Christ is the sower; all who come to him will live for ever.",252
Lent,5,Thursday,I/II,,"Psalm 105.4-5, 6-7, 8-9 (R.8a)",The Lord remembers his covenant forever.,Psalm 95.8ab,"If the acclamation is not sung, it is omitted. If today you hear God’s voice, harden not your hearts.",254
Lent,5,Friday,I/II,,"Psalm 18.1-2ab, 2c-3, 4-5, 6 (R. see 6)","In my distress I called upon the Lord, and he heard my voice.","John 63b, 68b","If the acclamation is not sung, it is omitted. Your words, Lord, are spirit and life; you have the words of everlasting life. FRIDAY 481",255
Holy Week,,Monday,I/II,,"Psalm 27.1, 2, 3, 13-15 (R.1a)",The Lord is my light and my salvation.,,"If the acclamation is not sung, it is omitted. Hail to you, our king; you alone showed mercy for our sins.",257
Holy Week,,Tuesday,I/II,,"Psalm 71.1-2, 3, 5-6, 15+17 (R.15)",I will sing of your salvation.,,"If the acclamation is not sung, it is omitted. Hail to you, our king, obedient to the Father; you went to your crucifixion like a gentle lamb. TUESDAY 489",258
Holy Week,,Wednesday,I/II,,"Psalm 69.7-9, 20-21, 30+32-33 (R.13c)","Lord, in your great love, answer me.",,"If the acclamation is not sung, it is omitted. Hail to you, our king; you alone showed mercy for our sins. or: Hail to you, our king, obedient to the Father; you went to your crucifixion like a gentle lamb.",259
Easter,Octave,Wednesday,I/II,,"Psalm 16.1-2a+5, 7-8, 9-10, 11 (R.1)","Keep me safe, O God; you are my hope.",Psalm 118.24,This is the day the Lord has made; let us rejoice and be glad.,259
Easter,Octave,Wednesday,I/II,,"Psalm 33.4-5, 18-19, 20+22 (R.5b)",The earth is full of the goodness of the Lord.,Psalm 118.24,This is the day the Lord has made; let us rejoice and be glad. TUESDAY 499,259
Easter,Octave,Wednesday,I/II,,"Psalm 105.1-2, 3-4, 6-7, 8-9 (R.3b)",Let all who seek the Lord rejoice.,Psalm 118.24,This is the day the Lord has made; let us rejoice and be glad.,259
Easter,Octave,Wednesday,I/II,,"Psalm 8.2a+5, 6-7, 8-9 (R.2ab)","O Lord, our God, how wonderful your name in all the earth!",Psalm 118.24,This is the day the Lord has made; let us rejoice and be glad.,259
Easter,Octave,Wednesday,I/II,,"Psalm 118.1-2+4, 22-24, 25-27a (R.22)",The stone rejected by the builders has become the cornerstone.,Psalm 118.24,This is the day the Lord has made; let us rejoice and be glad.,259
Easter,Octave,Wednesday,I/II,,"Psalm 118.1+14-15, 16ab-18, 19-21 (R.21a)","I praise you, Lord, for you have answered me.",Psalm 118.24,This is the day that the Lord has made; let us rejoice and be glad. SATURDAY 511,259
Easter,2,Monday,I/II,,"Psalm 2.1-3, 4-6, 7-9 (R. see 12d)",Happy are all who put their trust in the Lord.,Colossians 3.1,"If then you have been raised with Christ, seek the things that are above, where Christ is seated at the right hand of God.",267
Easter,2,Tuesday,I/II,,"Psalm 93.1ab, 1c-2, 5 (R.1a)",The Lord is king; he is robed in majesty.,John 3.15,"The Son of Man must be lifted up, so that all who believe in him may have eternal life.",268
Easter,2,Wednesday,I/II,,"Psalm 34.1-2, 3-4, 5-6, 7-8 (R.6a)",The Lord hears the cry of the poor.,John 3.16,"God loved the world so much, he gave us his only Son, that all who believe in him might have eternal life. 518 SECOND WEEK OF EASTER",269
Easter,2,Thursday,I/II,,"Psalm 34.1+8, 16-17, 18-19 (R.6a)",The Lord hears the cry of the poor.,John 20.29,"You believe in me, Thomas, because you have seen me; happy those who have not seen me, but still believe! 520 SECOND WEEK OF EASTER",270
Easter,2,Friday,I/II,,"Psalm 27.1, 4, 13-14 (R. see 4ab)",One thing I seek: to dwell in the house of the Lord.,Matthew 4.4b,"No one lives on bread alone, but on every word that comes from the mouth of God.",271
Easter,2,Saturday,I/II,,"Psalm 33.1-2, 4-5, 18-19 (R.22)","Lord, let you mercy be on us, as we place our trust in you.",,"Christ is risen, the Lord of all creation; he has shown pity on all people.",272
Easter,3,Monday,I/II,,"Psalm 119.23-24, 26-27, 29-30 (R.1b)",Happy are they who follow the law of the Lord!,Matthew 4.4b,"No one lives on bread alone, but on every word that comes from the mouth of God.",273
Easter,3,Tuesday,I/II,,"Psalm 31.2cd-3, 5ab+6b+7a, 16+20ab (R.5a)","Into your hands, O Lord, I entrust my spirit.",John 6.35ab,"I am the bread of life, says the Lord; whoever comes to me will never be hungry.",274
Easter,3,Wednesday,I/II,,"Psalm 66.1-3a, 4-5, 6-7a (R.1)",Let all the earth cry out to God with joy.,John 6.40,"All who believe in the Son have eternal life, and I will raise them up on the last day, says the Lord.",275
Easter,3,Thursday,I/II,,"Psalm 66.8-9, 16-17, 20 (R.1)",Let all the earth cry out to God with joy.,John 6.51,"I am the living bread from heaven, says the Lord; whoever eats this bread will live for ever.",276
Easter,3,Friday,I/II,,"Psalm 117.1, 2 (R. Mk 16.15)",Go out to all the world and tell the good news.,John 6.56,"All who eat my flesh and drink my blood live in me, and I in them, says the Lord. FRIDAY 537",277
Easter,3,Saturday,I/II,,"Psalm 116.12-13, 14-15, 16-17 (R.12)",What return can I make to the Lord for all that he gives to me?,"John 6.63c, 68c","Your words, Lord, are spirit and life; you have the words of everlasting life.",278
Easter,4,Monday,I/II,,"Psalm 42.1-2; 43.3, 4 (R.42.2a)",My soul is thirsting for the living God.,John 10.14,"I am the good shepherd, says the Lord; I know my sheep, and mine know me. MONDAY 543 YEARS B AND C When the gospel of John 10.1-10 is read on the Fourth Sunday of Easter, Year A, the alternate gospel,",279
Easter,4,Tuesday,I/II,,"Psalm 87.1-3, 4-5, 6-7 (R.117.1a)","All you nations, praise the Lord.",John 10.27,"My sheep listen to me, says the Lord; I know them, and they follow me.",280
Easter,4,Wednesday,I/II,,"Psalm 67.1-2,3a+4, 5+7 (R. see 3a)","O God, let all the nations praise you!",John 8.12,"I am the light of the world, says the Lord; whoever follows me will have the light of life.",281
Easter,4,Thursday,I/II,,"Psalm 89.2-3, 21-22, 25+27 (R.2a)",For ever I will sing the goodness of the Lord.,Revelation 1.5ab,"Jesus Christ, you are the faithful witness, firstborn from the dead; you have loved us and washed away our sins in your blood. THURSDAY 551",282
Easter,4,Friday,I/II,,"Psalm 2.6-7, 8-9, 10-11 (R.7)",You are my Son; this day I have begotten you.,John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me. FRIDAY 553",283
Easter,4,Saturday,I/II,,"Psalm 98.1, 2-3ab, 3cd-4 (R.3)",All the ends of the earth have seen the saving power of God.,John 8.31b-32,"If you stay in my word, you will indeed be my disciples, and you will know the truth, says the Lord.",284
Easter,5,Monday,I/II,,"Psalm 115.1-2, 3-4, 15-16 (R.1)","Not to us, O Lord, but to your name give the glory.",John 14.26,The Holy Spirit will teach you all things and remind you of all I have said to you. 558 FIFTH WEEK OF EASTER,285
Easter,5,Tuesday,I/II,,"Psalm 145.10-11, 12-13ab, 13cd+21 (R.12a)","Your friends tell the glory of your kingship, Lord.","Luke 24.46, 26","Christ had to suffer and to rise from the dead, and so enter into his glory.",286
Easter,5,Wednesday,I/II,,"Psalm 122.1-2, 3-4a, 4b-5 (R.1)",Let us go rejoicing to the house of the Lord.,"John 15.4a, 5b","Live in me and let me live in you, says the Lord; my branches bear much fruit.",287
Easter,5,Thursday,I/II,,"Psalm 96.1-2a, 2b-3, 10 (R.3)",Proclaim God’s marvellous deeds to all the nations.,John 10.27,"My sheep listen to my voice, says the Lord; I know them, and they follow me. THURSDAY 565",288
Easter,5,Friday,I/II,,"Psalm 57.7, 8, 9-10, 11 (R.9a)","I will praise you among the nations, O Lord.",John 15.15b,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me. FRIDAY 567",289
Easter,5,Saturday,I/II,,"Psalm 100.1-2, 3, 5 (R.1a)",Let all the earth cry out to God with joy.,Colossians 3.1,"If then you have been raised with Christ, seek the things that are above, where Christ is seated at the right hand of God. SATURDAY 569",290
Easter,6,Monday,I/II,,"Psalm 149.1-2, 3-4, 5-6a+9b (R.4a)",The Lord takes delight in his people.,"John 15.26b, 27a","The Spirit of truth will bear witness to me, says the Lord, and you also will be my witness.",291
Easter,6,Tuesday,I/II,,"Psalm 138.12a, 1-2a, 2bc-3, 7c-8 (R. see 7c)","Your right hand has saved me, O Lord.","John 16.7, 13","The Lord says: I will send you the Spirit of truth, who will lead you to the whole truth.",292
Easter,6,Wednesday,I/II,,"Psalm 148.1-2, 11-12, 13, 14 (R. see 13)",Heaven and earth are full of your glory.,John 14.16,"The Father will send you the Holy Spirit, says the Lord, to be with you for ever. 576 SIXTH WEEK OF EASTER",293
Easter,6,Thursday,I/II,,"Psalm 98.1, 2-3ab, 3cd-4 (R.2)",The Lord has revealed to the nations his saving power.,John 14.18,"The Lord says: I will not leave you orphans. I will come back to you, and your hearts will rejoice. 578 SIXTH WEEK OF EASTER",294
Easter,6,Friday,I/II,,"Psalm 47.1-2, 3-4, 5-6 (R.7)",God is king of all the earth.,"Luke 24.46, 26","Christ had to suffer and to rise from the dead, and so enter into his glory.",295
Easter,6,Saturday,I/II,,"Psalm 47.1-2, 7-8, 9 (R.7)",God is king of all the earth.,John 16.28,I went from the Father and came into the world; and now I leave the world to return to the Father.,296
Easter,7,Monday,I/II,,"Psalm 68.1-2, 3, 4ac, 5-6ab (R.32)","Sing to God, O kingdoms of the earth.",Colossians 3.1,"If then you have been raised with Christ, seek the things that are above, where Christ is seated at the right hand of God.",297
Easter,7,Tuesday,I/II,,"Psalm 68.9-10, 19-20 (R.32)","Sing to God, O kingdoms of the earth.",John 14.16,"The Father will send you the Holy Spirit, says the Lord, to be with you for ever.",298
Easter,7,Wednesday,I/II,,"Psalm 68.28-29, 32-33, 34, 35 (R.32)","Sing to God, O kingdoms of the earth.",John 17.17b,"Your word, O Lord, is truth; make us holy in the truth.",299
Easter,7,Thursday,I/II,,"Psalm 16.1-2+5, 7-8, 9-10, 11 (R.1)","Keep me safe, O God; you are my hope.",John 17.21,"May all be one as you, Father, are in me, and I in you; let the world believe that you sent me, says the Lord. 592 SEVENTH WEEK OF EASTER",300
Easter,7,Friday,I/II,,"Psalm 103.1-2, 11-12, 19-20ab (R.19)",The Lord has set his throne in heaven.,John 14.26,The Holy Spirit will teach you all things and remind you of all I have said to you.,301
Easter,7,Saturday,I/II,,"Psalm 11.4, 5, 7 (R.7)","The just will gaze on your face, O Lord.","John 16.7, 13","The Lord says: I will send you the Spirit of truth, who will lead you to the whole truth. SATURDAY 597",302
Easter,7,Saturday,I/II,,"Psalm 19.1-2, 3-4ab (R.4a)",Their message goes out through all the earth.,Matthew 4.19,"Come follow me, says the Lord, and I will make you fishers of my people.",302
Easter,7,Saturday,I/II,,"Psalm 98.1, 2-3ab, 3cd-4 (R.2b)","Sing to the Lord a new song, for he has done marvellous deeds.","Luke 1.28, 42","Hail, Mary full of grace, the Lord is with you; blessed are you among women.",302
Easter,7,Saturday,I/II,,"Psalm 31.2cd-3ab, 5+7ab, 15bc-16 (R.5a)","Into your hands, O Lord, I entrust my spirit.","Psalm 118.26a, 27a",Blessed is he who comes in the name of the Lord: the Lord shines upon us.,302
Easter,7,Saturday,I/II,,"Psalm 97.1-2, 5-6, 11-12 (R.12a)",Let the just rejoice in the Lord.,,"We praise you, O God, we acclaim you as Lord; the glorious company of apostles praise you.",302
Easter,7,Saturday,I/II,,"Psalm 124.2-3, 4-5, 7b-8 (R.7ab)",Our soul has escaped like a bird from the hunter’s net.,,"We praise you, O God, we acclaim you as Lord; the white-robed army of martyrs praise you.",302
Christmas,Octave,Saturday,I/II,,"Psalm 131.1, 2, 3","In you, Lord, I have found my peace.",John 13.34,I give you a new commandment: love one another as I have loved you.,302
Christmas,Octave,Saturday,I/II,,"Psalm 112.1-2, 3-4, 5a+9 (R.1)",Happy are those who delight in the Lord’s commands.,John 15.16,"You did not choose me, but I chose you; and I appointed you to go and bear fruit that will last.",302
Christmas,Octave,Saturday,I/II,,"Psalm 117.1, 2 (R. Mk 16.15)",Go out to all the world and tell the good news.,See John 15.16,"I have chosen you from the world, says the Lord, to go and bear fruit that will last. JANUARY 631",302
Christmas,Octave,Saturday,I/II,,"Psalm 96.1-2a, 2b-3, 7-8a, 10 (R.3)",Proclaim God’s marvellous deeds to all the nations.,Luke 4.18,The Lord sent me to bring good news to the poor and freedom to prisoners. Gospel: no. 724(8). 521 ANGELA MERICI JANUARY 27,302
Christmas,Octave,Saturday,I/II,,"Psalm 24.7, 8, 9, 10 (R.10)",The Lord of hosts: he is king of glory!,See Luke 2.32,This is a light of revelation to the nations and the glory of your people Israel.,302
Christmas,Octave,Saturday,I/II,,"Psalm 23.1-3a, 3b-4, 5, 6 (R.1)",The Lord is my shepherd: there is nothing I shall want.,Matthew 16.18,"If the acclamation is not sung, it is omitted. You are Peter, the rock on which I will build my Church; the gates of hell will not hold out against it.",302
Christmas,Octave,Saturday,I/II,,"Psalm 31.2cd-3ab, 5+7ab, 15bc-16 (R.5a)","Into your hands, O Lord, I entrust my spirit.",,"If the acclamation is not sung, it is omitted. We praise you, O God, we acclaim you as Lord; the white-robed army of martyrs praise you.",302
Christmas,Octave,Saturday,I/II,,"Psalm 89.1-2, 3-4, 26+28, (R.36)",The son of David will live for ever.,Psalm 84.4,"If the acclamation is not sung, it is omitted. Blessed are they who dwell in your house, O Lord; they sing your praise without end! MARCH 649",302
Christmas,Octave,Saturday,I/II,,"Psalm 40.6, 7-8, 9, 10 (R.7-8)","Here am I, Lord; I come to do your will.",John 1.14ab,"If the acclamation is not sung, it is omitted. The Word of God became flesh and dwelt among us; and we saw his glory. MARCH 653",302
Christmas,Octave,Saturday,I/II,,"Psalm 119.57+72, 76-77, 127-128, 129-130 (R.97)","Lord, how I love your law!",See Mark 3. 35,"If the acclamation is not sung, it is omitted. Whoever does the will of God, says the Lord, is my brother, my sister and my mother. APRIL 657",302
Christmas,Octave,Saturday,I/II,,"Psalm 89. 1-2, 5-6, 15-16 (R.2a)",For ever I will sing the goodness of the Lord.,"1 Corinthians 1.23a, 24b","If the acclamation is not sung, it is omitted. We preach a Christ who was crucified; he is the power and the wisdom of God.",302
Christmas,Octave,Saturday,I/II,,"Psalm 104.1a+24, 29b-30, 31+34 (R.24)","Lord, how great are your works!",Proverbs 8.14,To me belong counsel and prudence; understanding and strength are mine.,302
Christmas,Octave,Saturday,I/II,,"Psalm 90.2, 3-4, 12-13, 14+16 (R.17c)","Lord, give success to the work of our hands.",Psalm 68.20,"Blessed be the Lord day after day, the God who saves us and bears our burdens.",302
Christmas,Octave,Saturday,I/II,,"Psalm 19.1-2, 3-4ab (R.5a)",Their message goes out through all the earth.,"John 14.6b, 9c","I am the way, the truth, and the life, says the Lord; Philip, whoever sees me sees the Father. MAY 671",302
