weekday_cycle,source_file,season,reference_status,day,psalm_response,acclamation_ref,first_reading,reading_cycle,sunday_cycle,acclamation_text,week,first_reading_incipit,lectionary_number,gospel,parser_warnings,second_reading,source_page,psalm_reference,gospel_incipit,source_title,second_reading_incipit
,sunday_readings_columns.txt,Easter,unverified,Sunday,"(7a) Lord, let your face shine on us.",cf. Luke 24:32,"Acts 3:13-15, 17-19",,B,"Lord Jesus, open the Scriptures to us; make our hearts burn while you speak to us.-R.",3,PETER said to the people,,Luke 24:35-48,,1 John 2:1-5a,96,"Ps 4:2, 4, 7-8, 9",THE two disciples recounted what had taken place on the way,THIRD SUNDAY OF EASTER-B,"MY children, I am writing this to you"
,sunday_readings_columns.txt,Easter,unverified,Sunday,"(2a) I will praise you, Lord, for you have rescued me.",,"Acts 5:27-32, 40b-41",,C,,3,WHEN the captain and the court officers had brought the apostles in,,John 21:1-19 or 21:1-14,,Rev 5:11-14,97,"Ps 30:2, 4, 5-6, 11-12, 13",Shorter form in brackets.,THIRD SUNDAY OF EASTER-C,"I, JOHN, looked and heard the voices of many angels"
,sunday_readings_columns.txt,Easter,unverified,Sunday,(1) The Lord is my shepherd; there is nothing I shall want.,John 10:14,"Acts 2:14a, 36-41",,A,"I am the good shepherd, says the Lord; I know my sheep, and mine know me.-R.",4,THEN Peter stood up with the Eleven,,John 10:1-10,,1 Pet 2:20b-25,98,"Ps 23: 13a, 3b4, 5, 6",JESUS said,FOURTH SUNDAY OF EASTER-A,BELOVED
,sunday_readings_columns.txt,Easter,unverified,Sunday,(22) The stone rejected by the builders has become the cornerstone.,John 10:14,Acts 4:8-12,,B,"I am the good shepherd, says the Lord; I know my sheep, and mine know me.-R.",4,"PETER, filled with the Holy Spirit, said",,John 10:11-18,,1 John 3:1-2,99,"Ps 118:1, 8-9, 21-23, 26, 28, 29",JESUS said,FOURTH SUNDAY OF EASTER-B,BELOVED
,sunday_readings_columns.txt,Easter,unverified,Sunday,"(3c) We are his people, the sheep of his flock.",John 10:14,"Acts 13:14, 43-52",,C,"I am the good shepherd, says the Lord; I know my sheep, and mine know me.-R.",4,PAUL and Barnabas continued on from Perga,,John 10:27-30,,"Rev 7:9, 14b-17",100,"Ps 100:1-2, 3, 5",JESUS said,FOURTH SUNDAY OF EASTER-C,"I, JOHN, had a vision of a great multitude"
,sunday_readings_columns.txt,Easter,unverified,Sunday,"(22) Lord, let your mercy be on us, as we place our trust in you.",John 14:6,Acts 6:1-7,,A,"I am the way, the truth and the life, says the Lord; no one comes to the Father, except through me.-R.",5,AS the number of disciples continued to grow,,John 14:1-12,,1 Pet 2:4-9,101,"Ps 33:1-2, 4-5, 18-19",JESUS said to his disciples,FIFTH SUNDAY OF EASTER-A,BELOVED
,sunday_readings_columns.txt,Easter,unverified,Sunday,"(26a) I will praise you, Lord, in the assembly of your people.","John 15:4a, 5b",Acts 9:26-31,,B,"Remain in me as I remain in you, says the Lord. Whoever remains in me will bear much fruit.-R.",5,WHEN Saul arrived in Jerusalem he tried to join the disciples,,John 15:1-8,,1 John 3:18-24,102,"Ps 22:26-27, 28, 30, 31-32",JESUS said to his disciples,FIFTH SUNDAY OF EASTER-B,"CHILDREN, let us love not in word or speech"
,sunday_readings_columns.txt,Easter,unverified,Sunday,"I will praise your name for ever, my king and my God.",John 13:34,Acts 14:21-27,,C,"I give you a new commandment, says the Lord: love one another as I have loved you.-R.",5,AFTER Paul and Barnabas had proclaimed the good news,,"John 13:31-33a, 34-35",,Rev 21:1-5a,103,"Ps 145:8-9, 10-11, 12-13","WHEN Judas had left them, Jesus said",FIFTH SUNDAY OF EASTER-C,"THEN I, John, saw a new heaven and a new earth."
,sunday_readings_columns.txt,Easter,unverified,Sunday,(1) Let all the earth cry out to God with joy.,John 14:23,"Acts 8:5-8, 14-17",,A,"Whoever loves me will keep my word, says the Lord, and my Father will love him and we will come to him.-R.",6,PHILIP went down to the city of Samaria,,John 14:15-21,,1 Pet 3:15-18,104,"Ps 66:1-3, 4-5, 6-7, 16, 20",JESUS said to his disciples,SIXTH SUNDAY OF EASTER-A,BELOVED
,sunday_readings_columns.txt,Easter,unverified,Sunday,The Lord has revealed to the nations his saving power.,John 14:23,"Acts 10:25-26, 34-35, 44-48",,B,"Whoever loves me will keep my word, says the Lord, and my Father will love him and we will come to him.-R.",6,"WHEN Peter entered, Cornelius met him",,John 15:9-17,,1 John 4:7-10,105,"Ps 98:1, 2-3, 3-4",JESUS said to his disciples,SIXTH SUNDAY OF EASTER-B,"BELOVED, let us love one another"
,sunday_readings_columns.txt,Easter,unverified,Sunday,"(4) O God, let all the nations praise you!","Matt 28:19a, 20b",Acts 1:1-11,,C,"Whoever loves me will keep my word, says the Lord, and my Father will love him and we will come to him.-R.",6,SOME who had come down from Judea were instructing the brothers,,Luke 24:46-53,,Eph 1:17-23,106,"Ps 47:2-3, 6-7, 8-9",JESUS said to his disciples,SIXTH SUNDAY OF EASTER-C,"THE angel took me in spirit to a great, high mountain"
,sunday_readings_columns.txt,Easter,unverified,Sunday,(13) I believe that I shall see the good things of the Lord in the land,cf. John 14:18,Acts 1:12-14,,A,"I will not leave you orphans, says the Lord. I will come back to you, and your heart will rejoice.-R.",7,AFTER Jesus had been taken up to heaven the apostles,,John 17:1-11a,,1 Pet 4:13-16,110,"Ps 27:1, 4, 7-8",JESUS raised his eyes to heaven and said,SEVENTH SUNDAY OF EASTER-A,BELOVED
,sunday_readings_columns.txt,Easter,unverified,Sunday,(19a) The Lord has set his throne in heaven.,cf. John 14:18,"Acts 1:15-17, 20a, 20c-26",,B,"I will not leave you orphans, says the Lord. I will come back to you, and your hearts will rejoice.-R.",7,PETER stood up in the midst of the brothers,,John 17:11b-19,,John 4:11-16,111,"Ps 103:1-2, 11-12, 19-20","LIFTING up his eyes to heaven, Jesus prayed saying",SEVENTH SUNDAY OF EASTER-B,"BELOVED, if God so loved us"
,sunday_readings_columns.txt,Easter,unverified,Sunday,"(1a and 9a) The Lord is king, the most high over all the earth.",cf. John 14:18,Acts 2:1-11,,C,"I will not leave you orphans, says the Lord. I will come back to you, and your hearts will rejoice.-R.",7,"STEPHEN, filled with the Holy Spirit",,John 20:19-23,,"1 Cor 12:3b-7, 12-13",112,"Ps 104:1, 24, 29-30, 31, 34","LIFTING up his eyes to heaven, Jesus prayed saying",SEVENTH SUNDAY OF EASTER-C,"I, JOHN, heard a voice saying to me"
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(8a and 9a) Here am I, Lord; I come to do your will.","John 1:14a, 12a","Isa 49:3, 5-6",,A,"The Word of God became flesh and dwelt among us. To those who accepted him, he gave power to become children of God.-R.",2,THE LORD said to me: You are my servant,,John 1:29-34,,1 Cor 1:1-3,132,"Ps 40:2, 4, 7-8, 8-9, 10",JOHN the Baptist saw Jesus coming toward him and said,SECOND SUNDAY IN ORDINARY TIME-A,
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(8a and 9a) Here am I, Lord; I come to do your will.","John 1:41, 17b","1 Sam 3:3b-10, 19",,B,"We have found the Messiah: Jesus Christ, who brings us truth and grace.-R.",2,SAMUEL was sleeping in the temple of the LORD,,John 1:35-42,,"1 Cor 6:13c-15a, 17-20",133,"Ps 40:2, 4, 7-8, 8-9, 10",JOHN was standing with two of his disciples,SECOND SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(3) Proclaim his marvelous deeds to all the nations.,cf. 2 Thes 2:14,Isa 62:1-5,,C,God has called us through the Gospel to possess the glory of our Lord Jesus Christ.-R.,2,FOR Zion's sake I will not be silent,,John 2:1-11,,1 Cor 12:4-11,134,"Ps 96:1-2, 2-3, 7-8, 9-10",THERE was a wedding at Cana in Galilee,SECOND SUNDAY IN ORDINARY TIME-C,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(1a) The Lord is my light and my salvation.,cf. Matthew 4:23,Isa 8:23-9:3,,A,Jesus proclaimed the Gospel of the kingdom and cured every disease among the people.-R.,3,FIRST the Lord degraded the land of Zebulun,,Matt 4:12-23 or 4:12-17,,"1 Cor 1:10-13, 17",135,"Ps 27:1, 4, 13-14",Shorter form in brackets.,THIRD SUNDAY IN ORDINARY TIME-A,"I URGE you, brothers and sisters, in the name of our Lord Jesus Christ"
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(4a) Teach me your ways, O Lord.",Mark 1:15,"Jon 3:1-5, 10",,B,The kingdom of God is at hand. Repent and believe in the Gospel.-R.,3,"THE word of the LORD came to Jonah, saying",,Mark 1:14-20,,1 Cor 7:29-31,136,"Ps 25:4-5, 6-7, 8-9",AFTER John had been arrested,THIRD SUNDAY IN ORDINARY TIME-B,"I TELL you, brothers and sisters, the time is running out."
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,,cf. Luke 4:18,"Neh 8:2-4a, 5-6, 8-10",,C,"The Lord sent me to bring glad tidings to the poor, and to proclaim liberty to captives.",3,EZRA the priest brought the law before the assembly,,Luke 1:1-4; 4:14-21,,"1 Cor 12:12-30 or 12:12-14, 27",137,,SINCE many have undertaken to compile a narrative of the events,THIRD SUNDAY IN ORDINARY TIME-C,Shorter form in brackets.
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(Matthew 5:3) Blessed the poor in spirit; the kingdom of heaven is,Matt 5:12a,Zeph 2:3; 3:12-13,,A,Rejoice and be glad; your reward will be great in heaven.-R.,4,"SEEK the LORD, all you humble of the earth",,Matt 5:1-12a,,1 Cor 1:26-31,138,"Ps 146:6-7, 8-9, 9-10","WHEN Jesus saw the crowds, he went up the mountain",FOURTH SUNDAY IN ORDINARY TIME-A,"CONSIDER your own calling, brothers and sisters."
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(8) If today you hear his voice, harden not your hearts.",Matt 4:16,Deut 18:15-20,,B,"The people who sit in darkness have seen a great light; on those dwelling in a land overshadowed by death, light has arisen.-R.",4,"MOSES spoke to all the people, saying",,Mark 1:21-28,,1 Cor 7:32-35,139,"Ps 95:1-2, 6-7, 7-9",THEN they came to Capernaum,FOURTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,I will sing of your salvation.,Luke 4:18,"Jer 1:4-5, 17-19",,C,"The Lord sent me to bring glad tidings to the poor, to proclaim liberty to captives.-R.",4,"THE word of the LORD came to me, saying",,Luke 4:21-30,,1 Cor 12:31-13:13 or 13:4-13,140,"Ps 71:1-2, 3-4, 5-6, 15-17","JESUS began speaking in the synagogue, saying",FOURTH SUNDAY IN ORDINARY TIME-C,Shorter form in brackets.
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(4a) The just man is a light in darkness to the upright.,John 8:12,Isa 58:7-10,,A,"I am the light of the world, says the Lord; whoever follows me will have the light of life.-R.",5,THUS says the LORD,,Matt 5:13-16,,1 Cor 2:1-5,141,"Ps 112:4-5, 6-7, 8-9",JESUS said to his disciples,FIFTH SUNDAY IN ORDINARY TIME-A,"WHEN I came to you, brothers and sisters"
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"Praise the Lord, who heals the brokenhearted.",Matt 8:17,"Job 7:1-4, 6-7",,B,Christ took away our infirmities and bore our diseases.-R.,5,"JOB spoke, saying",,Mark 1:29-39,,"1 Cor 9:16-19, 22-23",142,"Ps 147:1-2, 3-4, 5-6",ON leaving the synagogue,FIFTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(1c) In the sight of the angels I will sing your praises, Lord.",Matt 4:19,"Isa 6:1-2a, 3-8",,C,Come after me and I will make you fishers of men.-R.,5,IN the year King Uzziah died,,Luke 5:1-11,,"1 Cor 15:1-11 or 15:3-8, 11",143,"Ps 138:1-2, 2-3, 4-5, 7-8",WHILE the crowd was pressing in on Jesus and listening,FIFTH SUNDAY IN ORDINARY TIME-C,Shorter form in brackets.
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(1b) Blessed are they who follow the law of the Lord!,cf. Matthew 11:25,Sir 15:15-20,,A,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.-R.",6,"IF you choose you can keep the commandments, they will save you",,"Matt 5:17-37 or 5:20-22a, 27-28, 33-34a, 37",,1 Cor 2:6-10,144,"Ps 119:1-2, 4-5, 17-18, 33-34",JESUS said to his disciples,SIXTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(7) I turn to you, Lord, in time of trouble, and you fill me with",Luke 7:16,"Lev 13:1-2, 44-46",,B,"A great prophet has arisen in our midst, God has visited his people.-R.",6,THE Lord said to Moses and Aaron,,Mark 1:40-45,,1 Cor 10:31-11:1,145,"Ps 32:1-2, 5, 11",A LEPER came to Jesus and kneeling down begged him and said,SIXTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(40:5a) Blessed are they who hope in the Lord.,Luke 6:23ab,Jer 17:5-8,,C,Rejoice and be glad; your reward will be great in heaven.-R.,6,THUS says the LORD,,"Luke 6:17, 20-26",,"1 Cor 15:12, 16-20",146,"Ps 1:1-2, 3, 4 and 6",JESUS came down with the twelve,SIXTH SUNDAY IN ORDINARY TIME-C,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(8a) The Lord is kind and merciful.,1 John 2:5,"Lev 19:1-2, 17-18",,A,"Whoever keeps the word of Christ, the love of God is truly perfected in him.-R.",7,THE LORD said to Moses,,Matt 5:38-48,,1 Cor 3:16-23,147,"Ps 103:1-2, 3-4, 8, 10, 12-13",JESUS said to his disciples,SEVENTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(5b) Lord, heal my soul, for I have sinned against you.",cf. Luke 4:18,"Isa 43:18-19, 21-22, 24b-25",,B,"The Lord sent me to bring glad tidings to the poor, and to proclaim liberty to captives.-R.",7,THUS says the LORD,,Mark 2:1-12,,1 Cor 1:18-22,148,"Ps 41:2-3, 4-5, 13-14",WHEN Jesus returned to Capernaum after some days,SEVENTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(8a) The Lord is kind and merciful.,John 13:34,"1 Sam 26:2, 7-9, 12-13, 22-23",,C,"I give you a new commandment, says the Lord: love one another as I have loved you.-R.",7,"IN those days, Saul went down to the desert of Ziph",,Luke 6:27-38,,1 Cor 15:45-49,149,"Ps 103:1-2, 3-4, 8, 10, 12-13",JESUS said to his disciples,SEVENTH SUNDAY IN ORDINARY TIME-C,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(6a) Rest in God alone, my soul.",Heb 4:12,Isa 49:14-15,,A,The word of God is living and effective; discerning reflections and thoughts of the heart.-R.,8,"ZION said, ""The Lord has forsaken me",,Matt 6:24-34,,1 Cor 4:1-5,150,"Ps 62:2-3, 6-7, 8-9",JESUS said to his disciples,EIGHTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(8a) The Lord is kind and merciful.,Jas 1:18,"Hos 2:16b, 17b, 21-22",,B,The Father willed to give us birth by the word of truth that we may be a kind of firstfruits of his creatures.-R.,8,THUS says the Lord,,Mark 2:18-22,,2 Cor 3:1b-6,151,"Ps 103:1-2, 3-4, 8, 10, 12-13",THE disciples of John and of the Pharisees were accustomed to fast.,EIGHTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"Lord, it is good to give thanks to you.","Phil 2:15d, 16a",Sir 27:4-7,,C,Shine like lights in the world as you hold on to the word of life.-R.,8,"WHEN a sieve is shaken, the husks appear",,Luke 6:39-45,,1 Cor 15:54-58,152,"Ps 92:2-3, 13-14, 15-16",JESUS told his disciples a parable,EIGHTH SUNDAY IN ORDINARY TIME-C,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(3b) Lord, be my rock of safety.",John 15:5,"Deut 11:18, 26-28, 32",,A,"I am the vine, you are the branches, says the Lord; whoever remains in me and I in him will bear much fruit.-R.",9,MOSES told the people,,Matt 7:21-27,,"Rom 3:21-25, 28",153,"Ps 31:2-3, 3-4, 17, 25",JESUS said to his disciples,NINTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(2a) Sing with joy to God our help.,"cf. John 17:17b, 17a",Deut 5:12-15,,B,"Your word, O Lord, is truth; consecrate us in the truth.-R.",9,THUS says the Lord,,Mark 2:23-3:6 or 2:23-28,,2 Cor 4:6-11,154,"Ps 81:3-4, 5-6, 6-8, 10-11",Shorter form in brackets.,NINTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(Mark 16:15) Go out to all the world and tell the good news.,John 3:16,1 Kgs 8:41-43,,C,"God so loved the world that he gave his only Son, so that everyone who believes in him might have eternal life.-R.",9,"IN those days, Solomon prayed in the temple, saying",,Luke 7:1-10,,"Gal 1:1-2, 6-10",155,"Ps 117:1, 2",WHEN Jesus had finished all his words to the people,NINTH SUNDAY IN ORDINARY TIME-C,"PAUL, an apostle not from human beings nor through a human being"
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,,cf. Luke 4:18,Hos 6:3-6,,A,"The Lord sent me to bring glad tidings to the poor, and to proclaim liberty to captives.-R.",10,"IN their affliction, people will say",,Matt 9:9-13,,Rom 4:18-25,156,,AS Jesus passed on from there,TENTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(7bc) With the Lord there is mercy, and fullness of redemption.",John 12:31b-32,Gen 3:9-15,,B,"Now the ruler of this world will be driven out, says the Lord; and when I am lifted up from the earth, I will draw everyone to myself.-R.",10,"AFTER the man, Adam, had eaten of the tree",,Mark 3:20-35,,2 Cor 4:13-5:1,157,"Ps 130:1-2, 3-4, 5-6, 7-8",JESUS came home with his disciples.,TENTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(2a) I will praise you, Lord, for you have rescued me.",Luke 7:16,1 Kgs 17:17-24,,C,A great prophet has risen in our midst God has visited his people.-R.,10,ELIJAH went to Zarephath of Sidon to the house of a widow.,,Luke 7:11-17,,Gal 1:11-19,158,"Ps 30:2, 4, 5-6, 11, 12, 13",JESUS journeyed to a city called Nain,TENTH SUNDAY IN ORDINARY TIME-C,"I WANT you to know, brothers and sisters"
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(3c) We are his people: the sheep of his flock.,Mark 1:15,Exod 19:2-6a,,A,The kingdom of God is at hand. Repent and believe in the Gospel.-R.,11,"IN those days, the Israelites came to the desert of Sinai and pitched camp.",,Matt 9:36-10:8,,Rom 5:6-11,159,"Ps 100:1-2, 3, 5","AT the sight of the crowds, Jesus' heart was moved with pity for them",ELEVENTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"Lord, it is good to give thanks to you.",,Ez 17:22-24,,B,,11,THUS says the Lord GOD,,Mark 4:26-34,,2 Cor 5:6-10,160,"Ps 92:2-3, 13-14, 15-16",JESUS said to the crowds,ELEVENTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"Lord, forgive the wrong I have done.",1 John 4:10b,"2 Sam 12:7-10, 13",,C,God loved us and sent his Son as expiation for our sins.-R.,11,NATHAN said to David,,Luke 7:36-8:3 or 7:36-50,,"Gal 2:16, 19-21",161,"32:1-2, 5, 7, 11",Shorter form in brackets.,ELEVENTH SUNDAY IN ORDINARY TIME-C,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(14c) Lord, in your great love, answer me.","John 15:26b, 27a",Jer 20:10-13,,A,"The Spirit of truth will testify to me, says the Lord; and you also will testify.-R.",12,JEREMIAH said,,Matt 10:26-33,,Rom 5:12-15,162,"Ps 69:8-10, 14, 17, 33-35",JESUS said to the Twelve,TWELFTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(1b) Give thanks to the Lord, his love is everlasting.",Luke 7:16,"Job 38:1, 8-11",,B,A great prophet has risen in our midst God has visited his people.-R.,12,THE Lord addressed Job out of the storm and said,,Mark 4:35-41,,2 Cor 5:14-17,163,"Ps 107:23-24, 25-26, 28-29, 30-31","ON that day, as evening drew on, Jesus said to his disciples",TWELFTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(2b) My soul is thirsting for you, O Lord my God.",John 10:27,Zec 12:10-11; 13:1,,C,"My sheep hear my voice, says the Lord; I know them, and they follow me.-R.",12,THUS says the Lord,,Luke 9:18-24,,Gal 3:26-29,164,"Ps 63:2, 3-4, 5-6, 8-9",ONCE when Jesus was praying in solitude,TWELFTH SUNDAY IN ORDINARY TIME-C,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(2a) For ever I will sing the goodness of the Lord.,1 Peter 2:9,"2 Kgs 4:8-11, 14-16a",,A,"You are a chosen race, a royal priesthood, a holy nation; announce the praises of him who called you out of darkness into his wonderful light.-R.",13,ONE day Elisha came to Shunem,,Matt 10:37-42,,"Rom 6:3-4, 8-11",165,"Ps 89:2-3, 16-17, 18-19",JESUS said to his apostles,THIRTEENTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(2a) I will praise you, Lord, for you have rescued me.",cf. 2 Tm 1:10,Wis 1:13-15; 2:23-24,,B,Our Savior Jesus Christ destroyed death and brought life to light through the Gospel.-R.,13,GOD did not make death,,"Mark 5:21-43 or 5:21-24, 35b-43",,"2 Cor 8:7, 9, 13-15",166,"Ps 30:2, 4, 5-6, 11, 12, 13",Shorter form in brackets.,THIRTEENTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"You are my inheritance, O Lord.",1 Samuel 3:9; John 6:68c,"1 Kgs 19:16b, 19-21",,C,"Speak, Lord, your servant is listening; you have the words of everlasting life.-R.",13,THE Lord said to Elijah,,Luke 9:51-62,,"Gal 5:1, 13-18",167,"Ps 16:1-2, 5, 7-8, 9-10, 11",WHEN the days for Jesus' being taken up were fulfilled,THIRTEENTH SUNDAY IN ORDINARY TIME-C,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"I will praise your name for ever, my king and my God.",cf. Matthew 11:25,Zec 9:9-10,,A,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.-R.",14,THUS says the LORD,,Matt 11:25-30,,"Rom 8:9, 11-13",168,"Ps 145:1-2, 8-9, 10-11, 13-14",AT that time Jesus exclaimed,FOURTEENTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(2cd) Our eyes are fixed on the Lord, pleading for his mercy.",cf. Luke 4:18,Ez 2:2-5,,B,The Spirit of the Lord is upon me for he sent me to bring glad tidings to the poor.-R.,14,"AS the LORD spoke to me, the spirit entered into me",,Mark 6:1-6,,2 Cor 12:7-10,169,"Ps 123:1-2, 2, 3-4","JESUS departed from there and came to his native place, accompanied by",FOURTEENTH SUNDAY IN ORDINARY TIME-B,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(1) Let all the earth cry out to God with joy.,"Col 3:15a, 16a",Isa 66:10-14c,,C,Let the peace of Christ control your hearts; let the word of Christ dwell in you richly.-R.,14,THUS says the LORD,,"Luke 10:1-12, 17-20 or 10:1-9",,Gal 6:14-18,170,"Ps 66:1-3, 4-5, 6-7, 16, 20",Short form in brackets.,FOURTEENTH SUNDAY IN ORDINARY TIME-C,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,(Luke 8:8) The seed that falls on good ground will yield a fruitful harvest.,,Isa 55:10-11,,A,,15,THUS says the LORD,,Matt 13:1-23 or 13:1-9,,Rom 8:18-23,171,"Ps 65:10, 11, 12-13, 14",Shorter form in brackets.,FIFTEENTH SUNDAY IN ORDINARY TIME-A,BROTHERS and sisters
,sunday_readings_columns.txt,Ordinary Time,unverified,Sunday,"(8) Lord, let us see your kindness, and grant us your salvation.",cf. Eph 1:17-18,Am 7:12-15,,B,"May the Father of our Lord Jesus Christ enlighten the eyes of our hearts, that we may know what is the hope that belongs to our call.-R.",15,"AMAZIAH, priest of Bethel, said to Amos",,Mark 6:7-13,,Eph 1:3-14 or 1:3-10,172,"Ps 85:9-10, 11-12, 13-14",JESUS summoned the Twelve and began to send them out two by two,FIFTEENTH SUNDAY IN ORDINARY TIME-B,Shorter form in brackets.
